Description,List_Price,Model,Milleage,Gear_Type,Location,Price,Mileage,Year,State,Brand,Origin,Engine_L
2017 BMW 330e 2.0 M Sport Sedan - (A) 1 YEAR WARRANTY,"RM 95,500",BMW 330e,65 - 70K KM,Automatic,"Penang, Greenlane",95500.0,67500.0,2017.0,Penang,BMW,Continental,2.0
2016 MINI Clubman 2.0 Cooper S Wagon - Twin Turbo Engine F54 JCW 6-Door Car Tip-Top Condition,"RM 107,800",MINI Clubman,100 - 105K KM,Automatic,"Selangor, Seri Kembangan",107800.0,102500.0,2016.0,Selangor,MINI,Continental,2.0
2014/2018 Mercedes-Benz CLA180 1.6 Coupe - NEW YEARS PROMOTIONS HIGH TRADE IN FASTER LOAN APPROVALS,"RM 98,800",Mercedes-Benz CLA180,95 - 100K KM,Automatic,"Johor, Senai",98800.0,97500.0,2014.0,Johor,Mercedes-Benz,Continental,1.6
2016 Mercedes-Benz E200 2.0 Avantgarde Sedan - AMG CBU (RARE Unit) (Full Spec) (Sunroof) (Keyless) (HUD) (Power Boot) (Offer Sales),"RM 170,000",Mercedes-Benz E200,70 - 75K KM,Automatic,"Johor, Johor Bahru",170000.0,72500.0,2016.0,Johor,Mercedes-Benz,Continental,2.0
2015 Inokom Santa Fe 2.2 CRDi Executive Plus SUV - SUNROOF HYUNDAI ACCIDENT FREE TIP TOP CONDITION,"RM 49,800",Inokom Santa Fe,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras",49800.0,132500.0,2015.0,Kuala Lumpur,Inokom,Asian,2.2
2013 Mazda 6 2.5 SKYACTIV-G Sedan - SUNROOF HUD PADDLE WARRANTY,"RM 38,800",Mazda 6,115 - 120K KM,Automatic,"Kuala Lumpur, Cheras",38800.0,117500.0,2013.0,Kuala Lumpur,Mazda,Asian,2.5
2017 Mitsubishi Triton 2.4 VGT Adventure X Dual Cab Pickup Truck - PADDLE SHIFT ELECTRIC SEAT 4X4 WARRANTY,"RM 75,800",Mitsubishi Triton,115 - 120K KM,Automatic,"Kuala Lumpur, Cheras",75800.0,117500.0,2017.0,Kuala Lumpur,Mitsubishi,Asian,2.4
2017 Hyundai Grand Starex 2.5 Royale Deluxe MPV - 360 CAMERA 12 SEATER CAREFUL OWNER WARRANTY,"RM 83,800",Hyundai Grand Starex,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras",83800.0,122500.0,2017.0,Kuala Lumpur,Hyundai,Asian,2.5
2016 Mercedes-Benz S400L 3.5 Hybrid Sedan - AMG S400 PANORAMIC MASSAGE SEAT POWER BOOT WARRANTY,"RM 115,800",Mercedes-Benz S400L,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras",115800.0,132500.0,2016.0,Kuala Lumpur,Mercedes-Benz,Continental,3.5
2016/2020 Toyota Vellfire 2.5 Z Golden Eyes MPV - (A) (Free Warranty),"RM 183,800",Toyota Vellfire,90 - 95K KM,Automatic,"Johor, Johor Bahru",183800.0,92500.0,2016.0,Johor,Toyota,Asian,2.5
2019/2022 Toyota Alphard 2.5 G S C Package MPV - (Free Warranty),"RM 239,800",Toyota Alphard,45 - 50K KM,Automatic,"Johor, Johor Bahru",239800.0,47500.0,2019.0,Johor,Toyota,Asian,2.5
"2014 Mercedes-Benz CLA200 1.6 Coupe - , FREE 1 YEAR WARRANTY , PADDLE SHIFT , REVERSE CAMERA , AUTO CRUISE 1 OWNER","RM 83,800",Mercedes-Benz CLA200,120 - 125K KM,Automatic,"Selangor, Kajang",83800.0,122500.0,2014.0,Selangor,Mercedes-Benz,Continental,1.6
2015 Honda CR-V 2.4 i-VTEC SUV,"RM 65,800",Honda CR-V,120 - 125K KM,Automatic,"Penang, Gelugor",65800.0,122500.0,2015.0,Penang,Honda,Asian,2.4
2017/2022 Mercedes-Benz G350 3.0 d SUV,"RM 438,800",Mercedes-Benz G350,20 - 25K KM,Automatic,"Selangor, Telok Panglima Garang",438800.0,22500.0,2017.0,Selangor,Mercedes-Benz,Continental,3.0
2018 Toyota Hilux 2.4 G Dual Cab Pickup Truck - G,"RM 85,800",Toyota Hilux,70 - 75K KM,Automatic,"Selangor, Telok Panglima Garang",85800.0,72500.0,2018.0,Selangor,Toyota,Asian,2.4
2016/2018 Lexus LX570 5.7 SUV,"RM 378,800",Lexus LX570,65 - 70K KM,Automatic,"Selangor, Telok Panglima Garang",378800.0,67500.0,2016.0,Selangor,Lexus,Asian,5.7
2019 BMW 330e 2.0 M Sport Sedan - FULL SERVICE F30,"RM 93,800",BMW 330e,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras",93800.0,92500.0,2019.0,Kuala Lumpur,BMW,Continental,2.0
2015 Nissan X-Trail 2.5 4WD SUV - 360 CAM HIGH SPEC,"RM 43,800",Nissan X-Trail,100 - 105K KM,Automatic,"Kuala Lumpur, Cheras",43800.0,102500.0,2015.0,Kuala Lumpur,Nissan,Asian,2.5
2017 Toyota Camry 2.0 G X Sedan - TIP-TOP NO PROCESSING CHARGE,"RM 91,800",Toyota Camry,80 - 85K KM,Automatic,"Kuala Lumpur, Cheras",91800.0,82500.0,2017.0,Kuala Lumpur,Toyota,Asian,2.0
2014 Kia Cerato 1.6 Sedan - NO PROCESSING CHARGE,"RM 27,800",Kia Cerato,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras",27800.0,132500.0,2014.0,Kuala Lumpur,Kia,Asian,1.6
2013 Mazda 6 2.0 SKYACTIV-G Sedan - NO PROCESSING CHARGE,"RM 38,800",Mazda 6,135 - 140K KM,Automatic,"Kuala Lumpur, Cheras",38800.0,137500.0,2013.0,Kuala Lumpur,Mazda,Asian,2.0
2015 Honda City 1.5 V i-VTEC Sedan - V (A) PUSH START HIGH SPEC TIPTOP CONDITION,"RM 38,800",Honda City,115 - 120K KM,Automatic,"Kuala Lumpur, Cheras",38800.0,117500.0,2015.0,Kuala Lumpur,Honda,Asian,1.5
2013 BMW 328i 2.0 M Sport Sedan - F30 ORIGINAL (1 YEAR WARRANTY) 2014,"RM 69,888",BMW 328i,125 - 130K KM,Automatic,"Selangor, Klang",69888.0,127500.0,2013.0,Selangor,BMW,Continental,2.0
2014 BMW X6 3.0 xDrive35i SUV - (A) TWIN TURBO M SPORT WITH UNDER PREMIUM WARRANTY,"RM 84,888",BMW X6,70 - 75K KM,Automatic,"Selangor, Kajang",84888.0,72500.0,2014.0,Selangor,BMW,Continental,3.0
2014 Honda Accord 2.4 i-VTEC VTi-L Sedan - (A) NO PROCESSING CHARGE 1 OWNER,"RM 49,800",Honda Accord,125 - 130K KM,Automatic,"Kuala Lumpur, Cheras",49800.0,127500.0,2014.0,Kuala Lumpur,Honda,Asian,2.4
2014 Mazda 6 2.5 SKYACTIV-G Sedan - MEMORY SEAT LEATHER SEAT REVERSE CAM REG 2015 WARRANTY,"RM 45,800",Mazda 6,95 - 100K KM,Automatic,"Kuala Lumpur, Cheras",45800.0,97500.0,2014.0,Kuala Lumpur,Mazda,Asian,2.5
2014 Toyota Harrier 2.0 Premium Advanced SUV - (JBL 360 SURROUND CAMERA PANORAMIC ROOF) 2015,"RM 99,888",Toyota Harrier,90 - 95K KM,Automatic,"Selangor, Klang",99888.0,92500.0,2014.0,Selangor,Toyota,Asian,2.0
2019 Mazda 6 2.5 SKYACTIV-G GVC Plus Sedan - SUNROOF BOSE SYSTEM 360 DEGREE CAMERA ELECTRIC LEATHER SEAT PADDLE SHIFT,"RM 110,800",Mazda 6,105 - 110K KM,Automatic,"Kuala Lumpur, Cheras",110800.0,107500.0,2019.0,Kuala Lumpur,Mazda,Asian,2.5
2022 Volkswagen Tiguan 1.4 Allspace Elegance SUV - FULL SERVICE WARRANTY 2026 POWER BOOT MEMORY SEAT,"RM 135,800",Volkswagen Tiguan,60 - 65K KM,Automatic,"Kuala Lumpur, Cheras",135800.0,62500.0,2022.0,Kuala Lumpur,Volkswagen,Continental,1.4
2013/2018 Mercedes-Benz CLA250 2.0 AMG Coupe - SUNROOF HARMAN SOUND SYSTEM MEMORY LEATHER SEAT,"RM 91,800",Mercedes-Benz CLA250,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras",91800.0,92500.0,2013.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
"2018 Mercedes-Benz C180 1.6 AMG Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 155,800",Mercedes-Benz C180,65 - 70K KM,Automatic,"Penang, Bukit Mertajam",155800.0,67500.0,2018.0,Penang,Mercedes-Benz,Continental,1.6
"2017 BMW 330e 2.0 M Sport Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 78,800",BMW 330e,135 - 140K KM,Automatic,"Penang, Bukit Mertajam",78800.0,137500.0,2017.0,Penang,BMW,Continental,2.0
"2017 Mercedes-Benz E250 2.0 Avantgarde Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 175,800",Mercedes-Benz E250,100 - 105K KM,Automatic,"Penang, Bukit Mertajam",175800.0,102500.0,2017.0,Penang,Mercedes-Benz,Continental,2.0
"2019 BMW X1 2.0 sDrive20i Sport Line SUV - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 125,800",BMW X1,65 - 70K KM,Automatic,"Penang, Bukit Mertajam",125800.0,67500.0,2019.0,Penang,BMW,Continental,2.0
2017/2022 Toyota Alphard 2.5 S MPV - Type Black Popular Model (Free Warranty),"RM 196,800",Toyota Alphard,70 - 75K KM,Automatic,"Johor, Johor Bahru",196800.0,72500.0,2017.0,Johor,Toyota,Asian,2.5
2015/2021 Toyota Alphard 2.5 G S C Package MPV,"RM 186,800",Toyota Alphard,95 - 100K KM,Automatic,"Johor, Johor Bahru",186800.0,97500.0,2015.0,Johor,Toyota,Asian,2.5
2019/2020 Maxus G10 2.0 Executive MPV - TRUE YEAR MAKE REGISTER 2020 NEW FACELIFT 2-POWER DOOR POWER BOOT 7-SEAT PILOT SEAT FULL SPEC,"RM 109,900",Maxus G10,105 - 110K KM,Automatic,"Selangor, Seri Kembangan",109900.0,107500.0,2019.0,Selangor,Maxus,Asian,2.0
2020 Toyota Granace 2.8 MPV - Premium 6 Seater Grade 5A Ready Stock,"RM 298,000",Toyota Granace,10 - 15K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",298000.0,12500.0,2020.0,Kuala Lumpur,Toyota,Asian,2.8
2022 Toyota Land Cruiser 3.3 ZX Modellista SUV - Like New Low Mileage Nego Till Let Go,"RM 588,000",Toyota Land Cruiser,5 - 10K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",588000.0,7500.0,2022.0,Kuala Lumpur,Toyota,Asian,3.3
2020 Toyota Harrier 2.0 SUV - Premium Z Leather,"RM 198,000",Toyota Harrier,25 - 30K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",198000.0,27500.0,2020.0,Kuala Lumpur,Toyota,Asian,2.0
2021 Toyota Vellfire 2.5 MPV - Golden Eye 2,"RM 236,000",Toyota Vellfire,25 - 30K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",236000.0,27500.0,2021.0,Kuala Lumpur,Toyota,Asian,2.5
2019 Toyota Vellfire 3.5 Executive Lounge Z MPV - Full Spec Like New Nego Till Let Go,"RM 308,000",Toyota Vellfire,40 - 45K KM,Automatic,"Kuala Lumpur, Chan Sow Lin",308000.0,42500.0,2019.0,Kuala Lumpur,Toyota,Asian,3.5
2013 Mazda CX-5 2.0 SKYACTIV-G SUV - HIGH SPEC LEATHER SEAT SUNROOF CBU FREE INSURANCE,"RM 41,800",Mazda CX-5,125 - 130K KM,Automatic,"Selangor, Kajang",41800.0,127500.0,2013.0,Selangor,Mazda,Asian,2.0
2015 BMW X3 2.0 xDrive20i SUV - LCI (Power Boot Keyless Entry Paddle Shift),"RM 75,888",BMW X3,80 - 85K KM,Automatic,"Selangor, Seri Kembangan",75888.0,82500.0,2015.0,Selangor,BMW,Continental,2.0
2016/2020 Mercedes-Benz A180 1.6 AMG Hatchback - Turbo A45 Bodykit (BLIS PRE-CRASH)(Keyless Entry)(1 Year Warranty),"RM 99,888",Mercedes-Benz A180,70 - 75K KM,Automatic,"Selangor, Seri Kembangan",99888.0,72500.0,2016.0,Selangor,Mercedes-Benz,Continental,1.6
2013/2014 Mitsubishi Triton 2.5 VGT Dual Cab Pickup Truck - (A) VGT CBU Unit,"RM 44,800",Mitsubishi Triton,140 - 145K KM,Automatic,"Penang, Sungai Nibong",44800.0,142500.0,2013.0,Penang,Mitsubishi,Asian,2.5
2019 Mercedes-Benz GLA200 1.6 Night Edition SUV - AMG GLA 200 FULL SERVICE RECORD C C,"RM 136,800",Mercedes-Benz GLA200,85 - 90K KM,Automatic,"Selangor, Seri Kembangan",136800.0,87500.0,2019.0,Selangor,Mercedes-Benz,Continental,1.6
2018 Mercedes-Benz C180 1.6 Avantgarde Sedan - AMG W205 FSR,"RM 115,900",Mercedes-Benz C180,90 - 95K KM,Automatic,"Selangor, Seri Kembangan",115900.0,92500.0,2018.0,Selangor,Mercedes-Benz,Continental,1.6
"2016 Nissan X-Trail 2.5 4WD SUV - , FULL SPEC , 360 CAMERA , FULL LEATHER SEAT , ONE OWNER","RM 42,999",Nissan X-Trail,90 - 95K KM,Automatic,"Selangor, Puchong",42999.0,92500.0,2016.0,Selangor,Nissan,Asian,2.5
"2014/2015 Kia Rio 1.4 EX Hatchback - SX ,reverse camera, sunroof ,navigation , full spec","RM 22,999",Kia Rio,75 - 80K KM,Automatic,"Kuala Lumpur, Jalan Puchong",22999.0,77500.0,2014.0,Kuala Lumpur,Kia,Asian,1.4
"2012 BMW 528i 2.0 M Sport Sedan - March (A) F10 Petrol Twin Power Turbo, Original High Spec. CKD local Brand New by MALAYSIA","RM 65,800",BMW 528i,105 - 110K KM,Automatic,"Penang, Georgetown",65800.0,107500.0,2012.0,Penang,BMW,Continental,2.0
2020 Toyota GR Supra 3.0 388 PS Coupe - RZ GR JBL sound Toms Throttle system Carbon Spoiler Carbon side mirror Carbon side moulding,"RM 329,800",Toyota GR Supra,15 - 20K KM,Automatic,"Selangor, Puchong",329800.0,17500.0,2020.0,Selangor,Toyota,Asian,3.0
2018/2019 Mercedes-Benz C43 AMG 3.0 4MATIC Sedan - (A) 3 YEARS WARRANTY CASH BACK High Loan 6 months free installment GUARANTEE No Accident,"RM 213,800",Mercedes-Benz C43 AMG,40 - 45K KM,Automatic,"Kuala Lumpur, Setapak",213800.0,42500.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,3.0
"2015 BMW 428i 2.0 M Sport Coupe - , FREE 1 YEAR WARRANTY , 47K ORI LOW MILEAGE , FULL SERVICE RECORD , PADDLE SHIFT , NAVIGATION 1 OWNER ONLY","RM 135,800",BMW 428i,45 - 50K KM,Automatic,"Kuala Lumpur, Cheras",135800.0,47500.0,2015.0,Kuala Lumpur,BMW,Continental,2.0
2013 Inokom Santa Fe 2.2 CRDi Executive Plus SUV - WARRANTY 1 OWNER,"RM 35,800",Inokom Santa Fe,95 - 100K KM,Automatic,"Kuala Lumpur, Cheras",35800.0,97500.0,2013.0,Kuala Lumpur,Inokom,Asian,2.2
2020 Mazda CX-5 2.0 SKYACTIV-G High SUV - POWER BOOT,"RM 105,800",Mazda CX-5,105 - 110K KM,Automatic,"Kuala Lumpur, Cheras",105800.0,107500.0,2020.0,Kuala Lumpur,Mazda,Asian,2.0
2017 Mercedes-Benz A200 1.6 AMG line Hatchback - WARRANTY 1 OWNER,"RM 101,800",Mercedes-Benz A200,75 - 80K KM,Automatic,"Kuala Lumpur, Cheras",101800.0,77500.0,2017.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6
2019 BMW 330e 2.0 M Sport Sedan - SUN ROOF 1 OWNER F30,"RM 93,800",BMW 330e,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras",93800.0,92500.0,2019.0,Kuala Lumpur,BMW,Continental,2.0
2017 Toyota Innova 2.0 G MPV - FULL SERVICE RECORD 7 SEAT,"RM 71,800",Toyota Innova,95 - 100K KM,Automatic,"Kuala Lumpur, Cheras",71800.0,97500.0,2017.0,Kuala Lumpur,Toyota,Asian,2.0
2017 BMW 330e 2.0 M Sport Sedan - FULL SERVICE RECORD NAVIGATION PADDLE SHIFT POWER ADJUST SEAT,"RM 73,800",BMW 330e,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",73800.0,112500.0,2017.0,Kuala Lumpur,BMW,Continental,2.0
2018 Mercedes-Benz C350 e 2.0 AMG Line Sedan - C350E AIRMATIC PADDLE SHIFT POWER BOOT 1 OWNER,"RM 110,800",Mercedes-Benz C350 e,135 - 140K KM,Automatic,"Kuala Lumpur, Cheras",110800.0,137500.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2015 Hyundai Grand Starex 2.5 Royale GLS MPV - 12 SEATERS FULL LEATHER SEAT REAR PASSENGER MONITOR,"RM 66,800",Hyundai Grand Starex,125 - 130K KM,Automatic,"Kuala Lumpur, Cheras",66800.0,127500.0,2015.0,Kuala Lumpur,Hyundai,Asian,2.5
2013 Inokom Santa Fe 2.2 CRDi Premium SUV - HYUNDAI 4WD SUN MOON ROOF 7 SEATERS KEYLESS PUSHSTART POWER ADJUST SEAT L R REVERSE CAM DASH CAM,"RM 35,800",Inokom Santa Fe,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",35800.0,112500.0,2013.0,Kuala Lumpur,Inokom,Asian,2.2
2017 Toyota Camry 2.5 Hybrid Luxury Sedan - PREMIUM BLIND SPOT MONITOR KEYLESS PUSHSTART,"RM 76,800",Toyota Camry,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",76800.0,112500.0,2017.0,Kuala Lumpur,Toyota,Asian,2.5
2014 BMW 520i 2.0 Sedan - (A)FACELIFT HEADLIGHT DIGITAL METER FULL SERVICE RECORD,"RM 73,800",BMW 520i,130 - 135K KM,Automatic,"Selangor, Cheras",73800.0,132500.0,2014.0,Selangor,BMW,Continental,2.0
2019 Honda City 1.5 E i-VTEC Sedan - FULL SERVICE RECORD PADDLE SHIFT ECON MODE FULL BODY KIT,"RM 56,800",Honda City,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras",56800.0,52500.0,2019.0,Kuala Lumpur,Honda,Asian,1.5
2017 Honda Civic 1.8 S i-VTEC Sedan,"RM 76,800",Honda Civic,90 - 95K KM,Automatic,"Penang, Greenlane",76800.0,92500.0,2017.0,Penang,Honda,Asian,1.8
2015 Honda HR-V 1.8 i-VTEC V SUV - RAYA PROMO HIGH REBATE L AUTO,"RM 50,800",Honda HR-V,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",50800.0,97500.0,2015.0,Selangor,Honda,Asian,1.8
2016 Mazda CX-5 2.5 SKYACTIV-G GLS SUV - L AUTO,"RM 65,800",Mazda CX-5,80 - 85K KM,Automatic,"Selangor, Petaling Jaya",65800.0,82500.0,2016.0,Selangor,Mazda,Asian,2.5
2016 Honda CR-V 2.0 i-VTEC SUV - L AUTO (FACELIFT MODEL HIGH SPEC),"RM 63,800",Honda CR-V,90 - 95K KM,Automatic,"Selangor, Petaling Jaya",63800.0,92500.0,2016.0,Selangor,Honda,Asian,2.0
"2019/2020 Mercedes-Benz GLA200 1.6 Style SUV - REGISTER 2020, FULL SERVICE RECORD, KEYLESS PUSH START DYNAMIC SELECT, 7G-DCT DUAL CLUTH, RAYA SALE OFFER","RM 137,999",Mercedes-Benz GLA200,60 - 65K KM,Automatic,"Selangor, Puchong",137999.0,62500.0,2019.0,Selangor,Mercedes-Benz,Continental,1.6
"2016/2020 Mercedes-Benz CLA250 2.0 4MATIC Coupe - HARMAN KARDON CBU IMPORT FROM JAPAN, CAR KING","RM 122,999",Mercedes-Benz CLA250,80 - 85K KM,Automatic,"Selangor, Puchong",122999.0,82500.0,2016.0,Selangor,Mercedes-Benz,Continental,2.0
"2018/2019 Mercedes-Benz GLC200 2.0 Exclusive SUV - GLC63 BODYKITS, KEYLESS PUSH START , POWER BOOT, KING RAYA SALES","RM 149,999",Mercedes-Benz GLC200,80 - 85K KM,Automatic,"Selangor, Puchong",149999.0,82500.0,2018.0,Selangor,Mercedes-Benz,Continental,2.0
"2016/2019 Mercedes-Benz C300 2.0 Coupe - PANORAMIC SUNROOF, BURMESTER SOUND SYSTEM, CAR KING AMG LINE,","RM 169,999",Mercedes-Benz C300,70 - 75K KM,Automatic,"Selangor, Puchong",169999.0,72500.0,2016.0,Selangor,Mercedes-Benz,Continental,2.0
2014 Audi Q5 2.0 TFSI Quattro SUV - (A) TFSI NEW FACELIFT QUATTRO FREE 1 YEAR WARRANTY,"RM 50,800",Audi Q5,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",50800.0,112500.0,2014.0,Kuala Lumpur,Audi,Continental,2.0
2016/2017 Mercedes-Benz C300 2.0 Avantgarde AMG Line Sedan - Mercedes Benz (A) W205 AMG LINE AVANTGARDE F SERVICE RECORD,"RM 135,900",Mercedes-Benz C300,90 - 95K KM,Automatic,"Kuala Lumpur, Cheras",135900.0,92500.0,2016.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0
2017 Mitsubishi Triton 2.4 VGT Adventure X Dual Cab Pickup Truck - PADDLE SHIFT ELECTRIC SEAT WARRANTY 4X4,"RM 76,800",Mitsubishi Triton,80 - 85K KM,Automatic,"Kuala Lumpur, Cheras",76800.0,82500.0,2017.0,Kuala Lumpur,Mitsubishi,Asian,2.4
2016 Peugeot 3008 1.6 SUV - THP FACELIFT (A) NO PROCESSING CHARGE 1 OWNER,"RM 25,800",Peugeot 3008,75 - 80K KM,Automatic,"Kuala Lumpur, Cheras",25800.0,77500.0,2016.0,Kuala Lumpur,Peugeot,Continental,1.6
2014 MINI Countryman 1.6 Cooper S ALL4 SUV - (A) 1 OWNER NO PROCESSING CHARGE,"RM 67,800",MINI Countryman,110 - 115K KM,Automatic,"Kuala Lumpur, Cheras",67800.0,112500.0,2014.0,Kuala Lumpur,MINI,Continental,1.6
2013 Toyota Rush 1.5 S SUV - FACELIFT (A) NO PROCESSING CHARGE 1 OWNER,"RM 29,800",Toyota Rush,105 - 110K KM,Automatic,"Kuala Lumpur, Cheras",29800.0,107500.0,2013.0,Kuala Lumpur,Toyota,Asian,1.5
2013 Inokom Elantra 1.8 Premium Sedan - (A) NO PROCESSING CHARGE 1 OWNER,"RM 25,800",Inokom Elantra,125 - 130K KM,Automatic,"Kuala Lumpur, Cheras",25800.0,127500.0,2013.0,Kuala Lumpur,Inokom,Asian,1.8
2016 Audi A4 2.0 TFSI Quattro S Line Sedan - (A) NO PROCESSING CHARGE 1 OWNER,"RM 109,800",Audi A4,80 - 85K KM,Automatic,"Kuala Lumpur, Cheras",109800.0,82500.0,2016.0,Kuala Lumpur,Audi,Continental,2.0
2013 Toyota Prius C 1.5 Hybrid Hatchback,"RM 28,800",Toyota Prius C,135 - 140K KM,Automatic,"Penang, Simpang Ampat",28800.0,137500.0,2013.0,Penang,Toyota,Asian,1.5
"2017 BMW 530i 2.0 M Sport Sedan - G30 - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 158,800",BMW 530i,90 - 95K KM,Automatic,"Penang, Sungai Nibong",158800.0,92500.0,2017.0,Penang,BMW,Continental,2.0
"2016 BMW 318i 1.5 Luxury Sedan - REMARK-1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 69,800",BMW 318i,95 - 100K KM,Automatic,"Penang, Sungai Nibong",69800.0,97500.0,2016.0,Penang,BMW,Continental,1.5
"2019 BMW X3 2.0 xDrive30i Luxury SUV - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 169,800",BMW X3,80 - 85K KM,Automatic,"Penang, Bukit Mertajam",169800.0,82500.0,2019.0,Penang,BMW,Continental,2.0
2013 Mercedes-Benz B200 1.6 Sport Tourer Hatchback - (A) 1 YEAR WARRANTY,"RM 48,000",Mercedes-Benz B200,125 - 130K KM,Automatic,"Penang, Greenlane",48000.0,127500.0,2013.0,Penang,Mercedes-Benz,Continental,1.6
"2015/2016 Honda HR-V 1.8 i-VTEC V SUV - (A) One Owner , Full Service Record Under","RM 54,800",Honda HR-V,110 - 115K KM,Automatic,"Selangor, Kajang",54800.0,112500.0,2015.0,Selangor,Honda,Asian,1.8
2017 Toyota Vios 1.5 E Sedan - (A) 1 YEAR WARRANTY,"RM 51,000",Toyota Vios,70 - 75K KM,Automatic,"Penang, Ayer Itam",51000.0,72500.0,2017.0,Penang,Toyota,Asian,1.5
2014 BMW 528i 2.0 M Sport Sedan - GENUINE 98K KM MILEAGE,"RM 98,000",BMW 528i,95 - 100K KM,Automatic,"Penang, USM Pulau Pinang",98000.0,97500.0,2014.0,Penang,BMW,Continental,2.0
2013 Audi A4 2.0 TFSI Quattro S Line Sedan - T (A) SUPER GOOD CONDITION 1 YEAR WARRANTY 90K KM ONLY,"RM 49,800",Audi A4,95 - 100K KM,Automatic,"Kuala Lumpur, Sungai Besi",49800.0,97500.0,2013.0,Kuala Lumpur,Audi,Continental,2.0
"2013 Mercedes-Benz C200 CGI 1.8 Avantgarde Sedan - (A) AMG LINE Sterling, 1 YEAR WARRANTY SPORTY","RM 44,800",Mercedes-Benz C200 CGI,145 - 150K KM,Automatic,"Kuala Lumpur, Sungai Besi",44800.0,147500.0,2013.0,Kuala Lumpur,Mercedes-Benz,Continental,1.8
2016 Mercedes-Benz E200 2.0 Avantgarde Sedan,"RM 141,800",Mercedes-Benz E200,85 - 90K KM,Automatic,"Johor, Johor Bahru",141800.0,87500.0,2016.0,Johor,Mercedes-Benz,Continental,2.0
"2017 Mercedes-Benz C350 e 2.0 Avantgarde AMG Line interior Sedan - Avantgarde AMG (A) Full Service Mercedes Benz , Nice Number Plate 2822 ,79k Mileage Call Now C350E","RM 96,800",Mercedes-Benz C350 e,75 - 80K KM,Automatic,"Selangor, Puchong",96800.0,77500.0,2017.0,Selangor,Mercedes-Benz,Continental,2.0
"2016/2017 Mercedes-Benz CLA180 1.6 AMG Coupe - CLA 180 , Facelife, One Year Warranty, Call Now","RM 124,800",Mercedes-Benz CLA180,105 - 110K KM,Automatic,"Selangor, Puchong",124800.0,107500.0,2016.0,Selangor,Mercedes-Benz,Continental,1.6
"2018 BMW 330e 2.0 M Sport Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 89,800",BMW 330e,110 - 115K KM,Automatic,"Penang, Bukit Mertajam",89800.0,112500.0,2018.0,Penang,BMW,Continental,2.0
"2015 Mercedes-Benz CLA200 1.6 Coupe - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 103,800",Mercedes-Benz CLA200,105 - 110K KM,Automatic,"Penang, Bukit Mertajam",103800.0,107500.0,2015.0,Penang,Mercedes-Benz,Continental,1.6
"2017 Mazda CX-5 2.0 SKYACTIV-G GL SUV - SKYACTIV-G (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 69,800",Mazda CX-5,100 - 105K KM,Automatic,"Penang, Bukit Mertajam",69800.0,102500.0,2017.0,Penang,Mazda,Asian,2.0
"2017 BMW 530i 2.0 M Sport Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 158,800",BMW 530i,105 - 110K KM,Automatic,"Penang, Bukit Mertajam",158800.0,107500.0,2017.0,Penang,BMW,Continental,2.0
"2017 Honda Accord 2.0 i-VTEC VTi-L Sedan - (A) 1 YEAR WARRANTY, PREMIUM SELECTION","RM 82,800",Honda Accord,140 - 145K KM,Automatic,"Penang, Bukit Mertajam",82800.0,142500.0,2017.0,Penang,Honda,Asian,2.0
