Description,List_Price,Model,Milleage,Gear_Type,Location,Price,Mileage,Year,State,Brand,Origin,Engine_L
2020 Ford Ranger 2.0 XLT+ High Rider Dual Cab Pickup Truck - (A) XLT XLT Limited Plus New Facelift 10 Speed High Rider,"RM 79,800",Ford Ranger,70 - 75K KM,Automatic,"Selangor, Serdang",79800.0,72500.0,2020.0,Selangor,Ford,Continental,2.0
2014 Hyundai Sonata 2.0 Executive Sedan - (A) WARRANTY 1 YEAR - FULL SPEC - SUNROOF - LEATHER SEAT - PUSH START KEYLESS - TOUCH SCREEN - REVERSE CAMERA,"RM 45,800",Hyundai Sonata,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",45800.0,72500.0,2014.0,Kuala Lumpur,Hyundai,Asian,2.0
2014 Porsche Boxster 2.7 Convertible - (A) 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT,"RM 248,000",Porsche Boxster,25 - 30K KM,Automatic,"Penang, Greenlane",248000.0,27500.0,2014.0,Penang,Porsche,Continental,2.7
2015 Proton Iriz 1.6 Executive Hatchback - (A) TOUCH SCREEN - REVERSE CAMERA - FULL BODYKIT - SPORTRIM - ALL PROBLEM CAN APPLY LOAN HERE - SEMUA MASALAH BOLEH LOAN KEDAI,"RM 19,800",Proton Iriz,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",19800.0,92500.0,2015.0,Kuala Lumpur,Proton,Asian,1.6
"2013 BMW 428i 2.0 Sport Line Coupe - FULL SERVICE RECORD 2 DOORS, NEGO SAMPAI JADI OFFER","RM 92,999",BMW 428i,120 - 125K KM,Automatic,"Selangor, Puchong",92999.0,122500.0,2013.0,Selangor,BMW,Continental,2.0
"2016 Honda HR-V 1.8 i-VTEC E SUV - , FULL CAR BLACK BODYKITS, FULL CAR LEATHER , ANDROID PLAYER, HD REVERSE CAMERA, KEYLESS PUSH START , WARRANTY PROVIDE","RM 59,999",Honda HR-V,70 - 75K KM,Automatic,"Selangor, Puchong",59999.0,72500.0,2016.0,Selangor,Honda,Asian,1.8
2018 BMW X1 2.0 sDrive20i Sport Line SUV - sDrive20i Sport APPROVED USED CAR,"RM 117,000",BMW X1,88300 KM,Automatic,"Kuala Lumpur, TTDI",117000.0,88300.0,2018.0,Kuala Lumpur,BMW,Continental,2.0
"2013 Perodua Myvi 1.3 EZ Hatchback - SERVICE RECORD 1 OWNER, CAR KING, OFFER , NEGO SAMPAI JADI","RM 21,999",Perodua Myvi,95 - 100K KM,Automatic,"Selangor, Puchong",21999.0,97500.0,2013.0,Selangor,Perodua,Asian,1.3
"2018 BMW X3 2.0 xDrive30i Luxury SUV - , FULL SERVICE , KING, POWER BOOT, MERDEKA SALES, NEGO SAMPAI JADI, OFFER MURAH","RM 149,999",BMW X3,85 - 90K KM,Automatic,"Selangor, Puchong",149999.0,87500.0,2018.0,Selangor,BMW,Continental,2.0
"2013 Volkswagen Beetle 1.2 TSI Coupe - , 1 LADY OWNER, TIP TOP CONDITION, WARRANTY PROVIDED, PADDLE SHIFTERS, NEGO SAMPAI JADI, MERDEKA SALE","RM 55,999",Volkswagen Beetle,80 - 85K KM,Automatic,"Selangor, Puchong",55999.0,82500.0,2013.0,Selangor,Volkswagen,Continental,1.2
2018 Toyota Noah 2.0 MPV - YEAR END SALES X 2PD SPORT RIMS 7S,"RM 139,888",Toyota Noah,25 - 30K KM,Automatic,"Selangor, Puchong",139888.0,27500.0,2018.0,Selangor,Toyota,Asian,2.0
2019 Lexus RX300 2.0 Luxury SUV - VL BSM 360 CAMERA POWER BOOT 3 LED HEADLAMPS 4 ELECTRIC 2 MEMORY SEATS,"RM 253,000",Lexus RX300,11000 KM,Automatic,"Kuala Lumpur, Cheras",253000.0,11000.0,2019.0,Kuala Lumpur,Lexus,Asian,2.0
2014/2017 Toyota Estima 2.4 Aeras MPV - (A) Power Boot,"RM 116,800",Toyota Estima,90 - 95K KM,Automatic,"Johor, Johor Bahru",116800.0,92500.0,2014.0,Johor,Toyota,Asian,2.4
2020 BMW 840i 3.0 M Sport Sedan - GR 4DOOR COUPE Harman Kardon Sound System LED Light Keyless Push Start Engine Paddle Shift 20KMiles,"RM 398,000",BMW 840i,30 - 35K KM,Automatic,"Kuala Lumpur, Cheras",398000.0,32500.0,2020.0,Kuala Lumpur,BMW,Continental,3.0
2015 BMW 320i 2.0 Sport Line Sedan - (A) Sport (CKD),"RM 66,800",BMW 320i,75 - 80K KM,Automatic,"Selangor, Serdang",66800.0,77500.0,2015.0,Selangor,BMW,Continental,2.0
2017 Mercedes-Benz C200 2.0 Avantgarde Sedan,"RM 113,800",Mercedes-Benz C200,110 - 115K KM,Automatic,"Selangor, Puchong",113800.0,112500.0,2017.0,Selangor,Mercedes-Benz,Continental,2.0
2017/2021 Toyota Estima 2.4 Aeras Premium MPV - (MALAYSIA DAY OFFER) (PRE-CRASH)(POWER BOOT)(POWER DOOR)(LANE KEEPING)(POWER SEAT)(SALES OFFER) (Local AP),"RM 169,800",Toyota Estima,35 - 40K KM,Automatic,"Johor, Johor Bahru",169800.0,37500.0,2017.0,Johor,Toyota,Asian,2.4
2019 Toyota Estima 2.4 Aeras Premium MPV - High Spec Leather Alcantara Seats 7 Seaters 2 Power Doors Reverse Camera Push Start Keyless Entry Unregistered,"RM 169,000",Toyota Estima,30 - 35K KM,Automatic,"Kuala Lumpur, Cheras",169000.0,32500.0,2019.0,Kuala Lumpur,Toyota,Asian,2.4
"2017/2022 Toyota Alphard 2.5 G SA MPV - AUTO (360 CAMERA, JBL SYSTEM, 2 POWER DOOR POWER BOOT )","RM 189,800",Toyota Alphard,60 - 65K KM,Automatic,"Selangor, Petaling Jaya",189800.0,62500.0,2017.0,Selangor,Toyota,Asian,2.5
"2013 Perodua Myvi 1.3 EZi Hatchback - , LAGI BEST MODEL, ANDROID PLAYER, SPORT RIMS, WARRANTY ADA, SALES OFFER","RM 22,999",Perodua Myvi,100 - 105K KM,Automatic,"Selangor, Puchong",22999.0,102500.0,2013.0,Selangor,Perodua,Asian,1.3
"2015 Isuzu D-Max 2.5 Hi-Ride Dual Cab Pickup Truck - Hi-Ride , FULL LEATHER SEAT, TIPTOP CONDITION, ORIGINAL MILEAGE, WARRANTY PROVIDED","RM 39,999",Isuzu D-Max,120 - 125K KM,Manual,"Selangor, Puchong",39999.0,122500.0,2015.0,Selangor,Isuzu,Asian,2.5
"2016 Honda Civic 1.8 S i-VTEC Sedan - , LEATHER SEAT, SI FACELIFT, TC-P HEADLAMP, 78K MILEAGE, ONE OWNER, WARRANTY PROVIDED","RM 77,999",Honda Civic,75 - 80K KM,Automatic,"Selangor, Puchong",77999.0,77500.0,2016.0,Selangor,Honda,Asian,1.8
"2018 Proton X70 1.8 TGDI Premium SUV - PANORAMIC SUNROOF , FULL SERVICE RECORD, WARRANTY PROVIDED, KING CONDITION","RM 65,999",Proton X70,65 - 70K KM,Automatic,"Selangor, Puchong",65999.0,67500.0,2018.0,Selangor,Proton,Asian,1.8
"2015 Perodua AXIA 1.0 Advance Hatchback - LOW MILEAGE 35K KM ONLY , KING OFFER","RM 26,999",Perodua AXIA,35 - 40K KM,Automatic,"Selangor, Puchong",26999.0,37500.0,2015.0,Selangor,Perodua,Asian,1.0
"2015 Perodua Myvi 1.5 Advance Hatchback - , ICO FACELIFT, LEATHER SEAT, TOUCH SCREEN PLAYER, REVERSE CAMERA, MERDEKA OFFER, NEGO SAMPAI JADI","RM 34,999",Perodua Myvi,115 - 120K KM,Automatic,"Selangor, Puchong",34999.0,117500.0,2015.0,Selangor,Perodua,Asian,1.5
"2017 Mercedes-Benz GLA250 2.0 4MATIC AMG Line SUV - , POWER BOOTS, ELECTRIC LEATHER SEAT, FULL SERVICE RECORD","RM 142,999",Mercedes-Benz GLA250,65 - 70K KM,Automatic,"Selangor, Puchong",142999.0,67500.0,2017.0,Selangor,Mercedes-Benz,Continental,2.0
2017 Honda Jazz 1.5 S i-VTEC Hatchback - (FreeWarranty)(FreeSiapTkrNama)(Tahun Dibuat )( MUGEN i-VTEC )(New FACELIFT)(SportRims)(WHITE)(PUSH START)(Condition Baik),"RM 54,300",Honda Jazz,65 - 70K KM,Automatic,"Selangor, Banting",54300.0,67500.0,2017.0,Selangor,Honda,Asian,1.5
2018 Mercedes-Benz GLA200 1.6 Night Edition SUV - New Facelift Model,"RM 119,800",Mercedes-Benz GLA200,70 - 75K KM,Automatic,"Selangor, Serdang",119800.0,72500.0,2018.0,Selangor,Mercedes-Benz,Continental,1.6
2015 Honda Jazz 1.5 S i-VTEC Hatchback - (A) FULL SERVICE RECORD - SERVICE BOOK AVAILABLE - 1 OWNER - SELLING CHEAP IN MRKET PLACE - ORIGINAL CONDITION,"RM 41,800",Honda Jazz,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",41800.0,92500.0,2015.0,Kuala Lumpur,Honda,Asian,1.5
2016 Nissan Navara 2.5 NP300 V Dual Cab Pickup Truck - NP300 V (A) PUSH START BUTTON - KEYLESS ENTRY - REVERSE CAMERA - TOUCH SCREEN - LEATHER SEAT - 1 OWNER - SELLING CHEAP,"RM 59,800",Nissan Navara,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",59800.0,72500.0,2016.0,Kuala Lumpur,Nissan,Asian,2.5
2016 Mercedes-Benz GLC250 2.0 4MATIC AMG Line SUV - (FULL SERVICE RECORD MBM 57K KM) 2017,"RM 159,888",Mercedes-Benz GLC250,55 - 60K KM,Automatic,"Selangor, Klang",159888.0,57500.0,2016.0,Selangor,Mercedes-Benz,Continental,2.0
2019 Porsche Macan 2.0 SUV - New Facelift UNREGISTER Japan Spec Grade 4.5 30k Mileage 360 Camera Beige Leather Interior Memory Seat Black Sport Exhaust,"RM 323,000",Porsche Macan,25 - 30K KM,Automatic,"Kuala Lumpur, Cheras",323000.0,27500.0,2019.0,Kuala Lumpur,Porsche,Continental,2.0
2013 Perodua Myvi 1.5 SE Hatchback - (PercumaWarranty)(PercumaSiapTukarNama)(Tahun Dibuat )( )(WHITE)(Full Bodykits)(SportRims)(Touchscreen Player)(1Owner),"RM 27,300",Perodua Myvi,140 - 145K KM,Automatic,"Selangor, Banting",27300.0,142500.0,2013.0,Selangor,Perodua,Asian,1.5
"2015 Mercedes-Benz A250 2.0 Sport Hatchback - AMG (A) CBU, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 108,000",Mercedes-Benz A250,115 - 120K KM,Automatic,"Penang, Greenlane",108000.0,117500.0,2015.0,Penang,Mercedes-Benz,Continental,2.0
"2021 Lexus IS300 2.0 F Sport Sedan - READY STOCK , Low Mileage, 360 Camera, Black Interior, Seat Ventilation, Safety System and MORE","RM 283,000",Lexus IS300,5 - 10K KM,Automatic,"Selangor, Shah Alam",283000.0,7500.0,2021.0,Selangor,Lexus,Asian,2.0
2021 Toyota Alphard 2.5 G S MPV - SC Pilot 7Seather BSM DIM System 3LED Light Power Boot Push Start Engine 7Speed,"RM 265,800",Toyota Alphard,25 - 30K KM,Automatic,"Kuala Lumpur, Cheras",265800.0,27500.0,2021.0,Kuala Lumpur,Toyota,Asian,2.5
2015 Mazda CX-5 2.0 SKYACTIV-G GL SUV - AUTO,"RM 52,800",Mazda CX-5,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",52800.0,97500.0,2015.0,Selangor,Mazda,Asian,2.0
2021 Ford MUSTANG 2.3 High Performance Coupe - Turbo Engine Camera Digital Meter Paddle Shift Facelift LED Light 10Speed,"RM 288,000",Ford MUSTANG,20 - 25K KM,Automatic,"Kuala Lumpur, Cheras",288000.0,22500.0,2021.0,Kuala Lumpur,Ford,Continental,2.3
2017 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,"RM 52,800",Isuzu D-Max,70 - 75K KM,Manual,"Selangor, Serdang",52800.0,72500.0,2017.0,Selangor,Isuzu,Asian,2.5
2015/2016 Volkswagen Jetta 1.4 TSI Sedan - Twincharger TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 35,000",Volkswagen Jetta,45 - 50K KM,Automatic,"Johor, Johor Bahru",35000.0,47500.0,2015.0,Johor,Volkswagen,Continental,1.4
2014 Volkswagen Beetle 1.2 TSI Coupe - The TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 62,888",Volkswagen Beetle,65 - 70K KM,Automatic,"Johor, Johor Bahru",62888.0,67500.0,2014.0,Johor,Volkswagen,Continental,1.2
2014/2019 Toyota Alphard 2.4 G 240S Gold MPV - Type-Gold,"RM 125,800",Toyota Alphard,55 - 60K KM,Automatic,"Johor, Johor Bahru",125800.0,57500.0,2014.0,Johor,Toyota,Asian,2.4
2018 Nissan Navara 2.5 SINGLE CAB Pickup Truck - (M) NP300 - 4X4 4WD - LEATHER SEAT - ANDROID PLAYER - TOUCH SCREEN - REVERSE CAMERA - 1 OWNER - SELLING CHEAP IN MARKET,"RM 61,800",Nissan Navara,80 - 85K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang",61800.0,82500.0,2018.0,Kuala Lumpur,Nissan,Asian,2.5
2015 Honda CR-V 2.4 i-VTEC SUV - L AUTO (FACELIFT HIGH SPEC),"RM 65,800",Honda CR-V,85 - 90K KM,Automatic,"Selangor, Petaling Jaya",65800.0,87500.0,2015.0,Selangor,Honda,Asian,2.4
2015 Toyota Harrier 2.0 Elegance SUV - AUTO (FULL MODESLITA BODYKIT),"RM 99,800",Toyota Harrier,65 - 70K KM,Automatic,"Selangor, Petaling Jaya",99800.0,67500.0,2015.0,Selangor,Toyota,Asian,2.0
2019 Toyota Vellfire 2.5 Z A Edition MPV - ZA Edition SUN ROOF 30 CAMERA 7 SEAT UNREG GRADE 4,"RM 209,000",Toyota Vellfire,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras",209000.0,52500.0,2019.0,Kuala Lumpur,Toyota,Asian,2.5
2013 Toyota FJ Cruiser 4.0 SUV - V6 A-TRAC SYSTEM 4X4 2014 (1 YEAR WARRANTY) 2014,"RM 148,888",Toyota FJ Cruiser,115 - 120K KM,Automatic,"Selangor, Klang",148888.0,117500.0,2013.0,Selangor,Toyota,Asian,4.0
2017 Subaru XV 2.0 P SUV - I-P (A) FULL SPEC - WARRANTY 1 YEAR - PUSH START BUTTON - KEYLESS ENTRY - ELECTRICAL LEATHER SEAT - TOUCH SCREEN - REVERSE CAM,"RM 48,800",Subaru XV,75 - 80K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",48800.0,77500.0,2017.0,Kuala Lumpur,Subaru,Asian,2.0
2018 Mercedes-Benz GLC43 AMG 3.0 4MATIC SUV - 38K km ONLY,"RM 255,000",Mercedes-Benz GLC43 AMG,35 - 40K KM,Automatic,"Selangor, Kajang",255000.0,37500.0,2018.0,Selangor,Mercedes-Benz,Continental,3.0
"2022 Toyota GR86 2.4 RZ Coupe - New Car Condition Auto, TEIN-EDFC Active Suspension, TRD Spoiler, 18in Alloy Wheel, Reverse Camera and MORE","RM 229,000",Toyota GR86,0 - 5K KM,Automatic,"Selangor, Shah Alam",229000.0,2500.0,2022.0,Selangor,Toyota,Asian,2.4
"2018 Lexus NX300 2.0 Urban SUV - VALUE BUY i Package, Black Interior, Nappa Leather, Power Boot, Side Rear Camera, Seat Ventilation and MORE","RM 199,000",Lexus NX300,35 - 40K KM,Automatic,"Selangor, Shah Alam",199000.0,37500.0,2018.0,Selangor,Lexus,Asian,2.0
2021 Toyota Alphard 3.5 Executive Lounge S MPV - NEW CAR CONDITION FULL SPEC Wide Pilot Seats with Air Ventilation and MORE,"RM 439,000",Toyota Alphard,0 - 5K KM,Automatic,"Selangor, Shah Alam",439000.0,2500.0,2021.0,Selangor,Toyota,Asian,3.5
2016 Volkswagen Vento 1.6 Comfort Sedan - (A) 1 YEAR WARRANTY,"RM 29,800",Volkswagen Vento,105 - 110K KM,Automatic,"Penang, Bayan Lepas",29800.0,107500.0,2016.0,Penang,Volkswagen,Continental,1.6
2018 MINI Countryman 2.0 Cooper S Sports SUV,"RM 175,000",MINI Countryman,62000 KM,Automatic,"Kuala Lumpur, TTDI",175000.0,62000.0,2018.0,Kuala Lumpur,MINI,Continental,2.0
2016 Toyota Vellfire 2.5 Z Golden Eyes MPV - (JBL 360 CAMERA PRE CRASH MOONROOF POWER BOOT) 2017,"RM 195,888",Toyota Vellfire,55 - 60K KM,Automatic,"Selangor, Klang",195888.0,57500.0,2016.0,Selangor,Toyota,Asian,2.5
"2021 Toyota Land Cruiser Prado 2.8 TX SUV - VALUE BUY -L, 7 Seat, Beige Interior, 360 Camera, Modellista Bodykit, 19in Alloy Wheel, 10in Monitor MORE","RM 293,000",Toyota Land Cruiser Prado,40 - 45K KM,Automatic,"Selangor, Shah Alam",293000.0,42500.0,2021.0,Selangor,Toyota,Asian,2.8
2021 Ford MUSTANG 2.3 High Performance Coupe - Rear Camera B O Sound System Local AP Unreg,"RM 293,000",Ford MUSTANG,10 - 15K KM,Automatic,"Kuala Lumpur, Cheras",293000.0,12500.0,2021.0,Kuala Lumpur,Ford,Continental,2.3
2021 Lexus RX300 2.0 Luxury SUV - T Turbo Engine Panaromic Roof Paddle Shift HUD Up Display 3LED Light Power Boot Facelift,"RM 278,000",Lexus RX300,15 - 20K KM,Automatic,"Kuala Lumpur, Cheras",278000.0,17500.0,2021.0,Kuala Lumpur,Lexus,Asian,2.0
2018 Volkswagen Tiguan 1.4 280 TSI Highline SUV - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 95,888",Volkswagen Tiguan,30 - 35K KM,Automatic,"Johor, Johor Bahru",95888.0,32500.0,2018.0,Johor,Volkswagen,Continental,1.4
2019 Toyota Alphard 2.5 G SA MPV - G Spec Pilot Seat Design Full Leather Memory Driver Seat New ALPINE MONITOR UNREG,"RM 218,000",Toyota Alphard,55 - 60K KM,Automatic,"Kuala Lumpur, Cheras",218000.0,57500.0,2019.0,Kuala Lumpur,Toyota,Asian,2.5
2013 Peugeot 308 1.6 Hatchback - (A) TURBO FACELIFT 1 YEAR WARRANTY,"RM 16,800",Peugeot 308,70 - 75K KM,Automatic,"Penang, Bayan Lepas",16800.0,72500.0,2013.0,Penang,Peugeot,Continental,1.6
2015 Inokom Santa Fe 2.4 Executive Plus SUV - (A) FULL SPEC - WARRANTY 1 YEAR - PANORAMIC SUNROOF - NAPPA LEATHER SEAT - LED AUTO HEADLAMP - 1 OWNER,"RM 42,800",Inokom Santa Fe,115 - 120K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",42800.0,117500.0,2015.0,Kuala Lumpur,Inokom,Asian,2.4
2019 Honda City 1.5 S i-VTEC Sedan - (A) PUSH START BUTTON - KEYLESS ENTRY - LED AUTO HEADLAMP - 1 OWNER - SELLING CHEAP IN MARKET PLACE,"RM 52,800",Honda City,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",52800.0,72500.0,2019.0,Kuala Lumpur,Honda,Asian,1.5
2018 Honda CR-V 2.0 i-VTEC SUV - L AUTO (FULL SERVICE RECORD),"RM 96,800",Honda CR-V,95 - 100K KM,Automatic,"Selangor, Petaling Jaya",96800.0,97500.0,2018.0,Selangor,Honda,Asian,2.0
2016 BMW 528i 2.0 M Sport Sedan - Free 3YRS Warranty Offer True Info F10,"RM 112,888",BMW 528i,90 - 95K KM,Automatic,"Selangor, Puchong",112888.0,92500.0,2016.0,Selangor,BMW,Continental,2.0
2018 Proton Exora 1.6 Turbo Executive Plus MPV - FULL SPEC ( LEATHER SEAT REAR DVD ROOF MONITOR) 2019,"RM 39,888",Proton Exora,80 - 85K KM,Automatic,"Selangor, Klang",39888.0,82500.0,2018.0,Selangor,Proton,Asian,1.6
2018 Ford MUSTANG 2.3 EcoBoost Coupe - 3 Years Warranty Unregistered,"RM 223,000",Ford MUSTANG,45 - 50K KM,Automatic,"Kuala Lumpur, Cheras",223000.0,47500.0,2018.0,Kuala Lumpur,Ford,Continental,2.3
2017 Proton Perdana 2.0 Sedan - (A) Premium Spec New Facelift Model Leather Seat Electric Seat,"RM 41,800",Proton Perdana,80 - 85K KM,Automatic,"Selangor, Serdang",41800.0,82500.0,2017.0,Selangor,Proton,Asian,2.0
2019 Perodua Myvi 1.5 AV Hatchback - (FreeWarranty)(FreeSiapTkrNama)(Tahun Dibuat )( Advanced)(SILVER)(FullBodykits)(PushStart)(DualVVT-i)(LeatherSeats)(ASA Pre Crush),"RM 48,800",Perodua Myvi,105 - 110K KM,Automatic,"Selangor, Banting",48800.0,107500.0,2019.0,Selangor,Perodua,Asian,1.5
2016 Audi A3 1.4 TFSI Sedan - (A) New Facelift Model 1.8,"RM 54,800",Audi A3,70 - 75K KM,Automatic,"Selangor, Serdang",54800.0,72500.0,2016.0,Selangor,Audi,Continental,1.4
2020 Mercedes-Benz A180 1.3 SE Hatchback - Turbo Engine BSM System Camera Paddle Shift LED Light,"RM 149,000",Mercedes-Benz A180,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras",149000.0,52500.0,2020.0,Kuala Lumpur,Mercedes-Benz,Continental,1.3
2015 Mercedes-Benz S400L 3.5 Hybrid Sedan - (A) 1 YEAR WARRANTY WITJ CERTIFIED INSPECTION REPORT,"RM 145,000",Mercedes-Benz S400L,70 - 75K KM,Automatic,"Penang, Greenlane",145000.0,72500.0,2015.0,Penang,Mercedes-Benz,Continental,3.5
"2012 BMW 528i 2.0 M Sport Sedan - (A) CKD, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 71,000",BMW 528i,95 - 100K KM,Automatic,"Penang, Greenlane",71000.0,97500.0,2012.0,Penang,BMW,Continental,2.0
2021 Toyota Vellfire 2.5 MPV - Golden Eye Special Edition Grade 5 3LED Gold Headlight Sequential Signal Sunroof Carplay,"RM 235,000",Toyota Vellfire,35 - 40K KM,Automatic,"Kuala Lumpur, Cheras",235000.0,37500.0,2021.0,Kuala Lumpur,Toyota,Asian,2.5
2020 Toyota Alphard 2.5 G S C Package MPV - 3LED SUNROOF,"RM 248,000",Toyota Alphard,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras",248000.0,72500.0,2020.0,Kuala Lumpur,Toyota,Asian,2.5
"2016 Mercedes-Benz C250 2.0 AMG Sedan - (A) CKD, 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT","RM 155,000",Mercedes-Benz C250,105 - 110K KM,Automatic,"Penang, Bukit Mertajam",155000.0,107500.0,2016.0,Penang,Mercedes-Benz,Continental,2.0
2014 Isuzu D-Max 2.5 Dual Cab Pickup Truck - 4x2 (M),"RM 39,800",Isuzu D-Max,90 - 95K KM,Manual,"Selangor, Serdang",39800.0,92500.0,2014.0,Selangor,Isuzu,Asian,2.5
2021 Toyota Land Cruiser 3.3 ZX SUV - SUNROOF PRE CRASH MODELISTA BODYKIT LOCAL AP UNREG,"RM 558,000",Toyota Land Cruiser,0 - 5K KM,Automatic,"Kuala Lumpur, Cheras",558000.0,2500.0,2021.0,Kuala Lumpur,Toyota,Asian,3.3
2015 Mitsubishi Triton 2.5 Dual Cab Pickup Truck - 2.4 (A) VGT ADVENTURE 4X4 PUSH START,"RM 59,800",Mitsubishi Triton,85 - 90K KM,Automatic,"Selangor, Serdang",59800.0,87500.0,2015.0,Selangor,Mitsubishi,Asian,2.5
2019 Toyota Vellfire 2.5 Z G Edition MPV - ZG PILOT-SEAT SUNROOF MODELISTA FULL-SPEC ALPHINE (3 L-EYES),"RM 236,900",Toyota Vellfire,30 - 35K KM,Automatic,"Selangor, Seri Kembangan",236900.0,32500.0,2019.0,Selangor,Toyota,Asian,2.5
2015 Hyundai Grand Starex 2.5 Royale GLS MPV,"RM 69,875",Hyundai Grand Starex,135 - 140K KM,Automatic,"Johor, Johor Bahru",69875.0,137500.0,2015.0,Johor,Hyundai,Asian,2.5
2019 Hyundai Grand Starex 2.5 Executive MPV,"RM 126,875",Hyundai Grand Starex,75 - 80K KM,Automatic,"Johor, Johor Bahru",126875.0,77500.0,2019.0,Johor,Hyundai,Asian,2.5
2019 BMW X5 2.0 xDrive40e M Sport SUV - (A) WARRANTY 1 YEAR - FULL SERVICE RECORD - FULL SPEC - 1OWNER - SELLING CHEAP IN MARKET PLACE,"RM 111,800",BMW X5,65 - 70K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang",111800.0,67500.0,2019.0,Kuala Lumpur,BMW,Continental,2.0
2015/2016 Volkswagen Jetta 1.4 TSI Sedan - TRUSTED DEALER NO HIDDEN FEE TRUE YEAR MADE,"RM 36,888",Volkswagen Jetta,30 - 35K KM,Automatic,"Johor, Johor Bahru",36888.0,32500.0,2015.0,Johor,Volkswagen,Continental,1.4
2016 Volkswagen Polo 1.6 Comfortline Hatchback - A LOW MIL 82K KM CRUISE CONTROL 6-SPEED AUTOMATIC TRANSMISSION UPGRADED SPORT RIMS UPGRADED FULL BODYKIT GOODDEALS,"RM 36,800",Volkswagen Polo,82369 KM,Automatic,"Selangor, Bandar Baru Bangi",36800.0,82369.0,2016.0,Selangor,Volkswagen,Continental,1.6
2014 Mazda 8 2.3 MPV - POWER DOOR FULL SPEC EASY LOAN,"RM 55,999",Mazda 8,80 - 85K KM,Automatic,"Johor, Skudai",55999.0,82500.0,2014.0,Johor,Mazda,Asian,2.3
2015 BMW 316i 1.6 Sedan - F30 TIP TOP FREE WARRANTY EASY LOAN,"RM 57,999",BMW 316i,60 - 65K KM,Automatic,"Johor, Skudai",57999.0,62500.0,2015.0,Johor,BMW,Continental,1.6
2018 Hyundai Ioniq 1.6 Hybrid BlueDrive HEV Hatchback - Hybrid HEV LOAN SENANG CAR KING CHEAPEST,"RM 43,999",Hyundai Ioniq,45 - 50K KM,Automatic,"Johor, Skudai",43999.0,47500.0,2018.0,Johor,Hyundai,Asian,1.6
2015 Volkswagen Jetta 1.4 TSI Sedan - CAR KING LOAN SENANG,"RM 30,999",Volkswagen Jetta,75 - 80K KM,Automatic,"Johor, Skudai",30999.0,77500.0,2015.0,Johor,Volkswagen,Continental,1.4
2018 Hyundai Elantra 2.0 Executive Sedan - MPI LIMITED UNIT,"RM 55,999",Hyundai Elantra,55 - 60K KM,Automatic,"Johor, Skudai",55999.0,57500.0,2018.0,Johor,Hyundai,Asian,2.0
2018 Volkswagen Tiguan 1.4 280 TSI Highline SUV - FAST APPROVAL,"RM 79,999",Volkswagen Tiguan,45 - 50K KM,Automatic,"Johor, Skudai",79999.0,47500.0,2018.0,Johor,Volkswagen,Continental,1.4
2015 Peugeot 2008 1.6 VTi SUV - TIP TOP PANAROMIC ROOF EASY LOAN,"RM 24,999",Peugeot 2008,75 - 80K KM,Automatic,"Johor, Skudai",24999.0,77500.0,2015.0,Johor,Peugeot,Continental,1.6
2016 Volkswagen Passat 1.8 280 TSI Comfortline Sedan,"RM 59,999",Volkswagen Passat,50 - 55K KM,Automatic,"Johor, Skudai",59999.0,52500.0,2016.0,Johor,Volkswagen,Continental,1.8
2017 Volkswagen Vento 1.2 GT 180 TSI Sedan - FULL SERVICE RECORD,"RM 29,999",Volkswagen Vento,80 - 85K KM,Automatic,"Johor, Skudai",29999.0,82500.0,2017.0,Johor,Volkswagen,Continental,1.2
2018 Peugeot 3008 1.6 THP Allure SUV - FULL SPEC HIGH LOAN,"RM 69,999",Peugeot 3008,50 - 55K KM,Automatic,"Johor, Skudai",69999.0,52500.0,2018.0,Johor,Peugeot,Continental,1.6
2017 Toyota Camry 2.5 Hybrid Premium Sedan - FULL SPEC EASY LOAN,"RM 76,999",Toyota Camry,70 - 75K KM,Automatic,"Johor, Skudai",76999.0,72500.0,2017.0,Johor,Toyota,Asian,2.5
