Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2015 Volkswagen Sharan 2.0 TSI Tech Package MPV - Dynaudio S System Panaromic Sunroof Push Start Power Door,"RM 39,888",Volkswagen Sharan,107500.0,Automatic,"Selangor, Seri Kembangan",39888.0,2015.0,Selangor,Volkswagen,Continental,2.0,10.0,10.593855875645637,10750.0,0
2011/2015 Toyota Estima 2.4 Aeras MPV - ORI 20TH ANNIVERSARY EDITION 1 OWNER 1 YR WARRANTY TWIN POWER DOOR,"RM 52,888",Toyota Estima,137500.0,Automatic,"Kuala Lumpur, Sungai Besi",52888.0,2011.0,Kuala Lumpur,Toyota,Asian,2.4,14.0,10.875950656715467,9821.42857142857,1
2014 Proton Inspira 2.0 Premium Sedan - ORI EVOLUTION FQ400 1YR WARRANTY LEAHTERSEAT 1 OWNER HIGH LOAN,"RM 31,888",Proton Inspira,82500.0,Automatic,"Kuala Lumpur, Sungai Besi",31888.0,2014.0,Kuala Lumpur,Proton,Asian,2.0,11.0,10.370016401720026,7500.0,1
2015 Nissan Serena 2.0 S-Hybrid High-Way Star Premium MPV - ORI S-HYBRID HWS PREMIUM FACELIFT LEATHER SEAT 1 OWNER FREE WARRANTY DUAL POWER DOORS COMFORT FAMILY,"RM 38,888",Nissan Serena,92500.0,Automatic,"Selangor, Serdang",38888.0,2015.0,Selangor,Nissan,Asian,2.0,10.0,10.568466713268153,9250.0,1
2018 Toyota Camry 2.0 GX Sedan - ORI UPDATED FACELIFT MODEL 1YR WARRANTY 1 OWNER,"RM 77,888",Toyota Camry,82500.0,Automatic,"Kuala Lumpur, Sungai Besi",77888.0,2018.0,Kuala Lumpur,Toyota,Asian,2.0,7.0,11.263040015213013,11785.714285714286,1
2013/2015 Volkswagen Sharan 2.0 TSI Tech Package MPV - ORI13 15 TSI TECH POWERBOOT 1 OWNER 1 YR WARRANTY 7-SEATER TURBO PERFORMANCE,"RM 26,888",Volkswagen Sharan,102500.0,Automatic,"Kuala Lumpur, Sungai Besi",26888.0,2013.0,Kuala Lumpur,Volkswagen,Continental,2.0,12.0,10.199472560025471,8541.666666666666,1
2014 Volkswagen Beetle 1.2 TSI Sport Coupe - ORI 1 OWNER 1 YR WARRANTY TURBO ENGINE,"RM 44,888",Volkswagen Beetle,92500.0,Automatic,"Kuala Lumpur, Sungai Besi",44888.0,2014.0,Kuala Lumpur,Volkswagen,Continental,1.2,11.0,10.71194805485153,8409.09090909091,1
2013 Honda CR-Z 1.5 Hybrid Hatchback - ORI S FACELIFT (M) MUGEN 1YR WARRANTY ONE OWNER,"RM 35,888",Honda CR-Z,87500.0,Manual,"Selangor, Serdang",35888.0,2013.0,Selangor,Honda,Asian,1.5,12.0,10.488186120839014,7291.666666666667,1
2021 Honda City 1.5 V Sedan - ORI GN2 FULL SERVICE LED HEADLAMP 1YR WARRANTY E-LEATHERSEAT 1 OWNER,"RM 59,888",Honda City,72500.0,Automatic,"Kuala Lumpur, Sungai Besi",59888.0,2021.0,Kuala Lumpur,Honda,Asian,1.5,4.0,11.000248127840763,18125.0,1
2018 Proton Preve 1.6 CFE Premium Sedan - ORI TURBO PREMIUM FACELIFT LEATHERSEAT 1YR WARRANTY KEYLESS 16 SPORTRIM BLACKROOF HIGH LOAN,"RM 21,888",Proton Preve,67500.0,Automatic,"Selangor, Serdang",21888.0,2018.0,Selangor,Proton,Asian,1.6,7.0,9.993739506513155,9642.857142857143,1
2017 Kia Rio 1.4 Hatchback - ORI MPI SUNROOF 1 OWNER 1 YR WARRANTY MPI ENGINE FULL SPEC,"RM 36,888",Kia Rio,87500.0,Automatic,"Kuala Lumpur, Sungai Besi",36888.0,2017.0,Kuala Lumpur,Kia,Asian,1.4,8.0,10.515668682606062,10937.5,1
2012 Toyota Vios 1.5 TRD Sportivo Sedan,"RM 21,888",Toyota Vios,107500.0,Automatic,"Selangor, Seri Kembangan",21888.0,2012.0,Selangor,Toyota,Asian,1.5,13.0,9.993739506513155,8269.23076923077,0
2016/2017 Porsche Cayenne 3.0 Diesel SUV - FULL WRAPPING,"RM 138,800",Porsche Cayenne,62500.0,Automatic,"Kuala Lumpur, Cheras",138800.0,2016.0,Kuala Lumpur,Porsche,Continental,3.0,9.0,11.840796531639839,6944.444444444444,0
"2021 Mazda 2 1.5 SKYACTIV-G GVC Plus Hatchback - G SKYACTIV Plus HB,55KM MILLEAGE , FULL SERVICE RECORD AND CONDITION TIP TOP LOOK NEW CAR.","RM 61,999",Mazda 2,52500.0,Automatic,"Selangor, Puchong",61999.0,2021.0,Selangor,Mazda,Asian,1.5,4.0,11.03488966402723,13125.0,0
2015 Land Rover Range Rover Sport 3.0 SDV6 HSE SUV - V6 Petrol SuperCharge Fully Convert SVR Facelift Meridian 360Cam F Exhaust 6PotBrake P Boot P Roof 5.0,"RM 168,900",Land Rover Range Rover Sport,77500.0,Automatic,"Kuala Lumpur, Desa Petaling",168900.0,2015.0,Kuala Lumpur,Land Rover,Continental,3.0,10.0,12.037068023441478,7750.0,0
2018 Porsche 718 2.0 Cayman Coupe - UK Spec SportChrono PDLS Headlamp LED Daylight Auto Spoiler Yellow Speedo Meter F Exhaust Akrapovic RevCam AppleCarplay,"RM 243,900",Porsche 718,32500.0,Automatic,"Kuala Lumpur, Desa Petaling",243900.0,2018.0,Kuala Lumpur,Porsche,Continental,2.0,7.0,12.404517684236607,4642.857142857143,0
2015 Mercedes-Benz A180 1.6 AMG Hatchback - Fully Convert A45 Facelift Stage1 VTE Everco AndroidPlayer CarPlay CF Interior RevCam 18Raxer RP10X PS5 91kKM 1Owner,"RM 55,900",Mercedes-Benz A180,92500.0,Automatic,"Kuala Lumpur, Desa Petaling",55900.0,2015.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6,10.0,10.93133754807084,9250.0,0
2008 Toyota Vios 1.5 G Sedan - SPEC Auto HighSpec TRD FullBodykit 15Inch Sport Rim MultiFunctionSteering AutoFlip SideMirror TRD Suspension 1Owner New Paint,"RM 15,900",Toyota Vios,187500.0,Automatic,"Kuala Lumpur, Desa Petaling",15900.0,2008.0,Kuala Lumpur,Toyota,Asian,1.5,17.0,9.674137279312397,11029.411764705883,0
2023 TESLA Model 3 Long Range Sedan - OFFER UK Spec 0.0 Performance Dual Motor AWD Facelift Upgraded Acceleration Boost AutoPilot 19S Rim Ambient Light 360Cam,"RM 118,900",TESLA Model 3,22500.0,Automatic,"Kuala Lumpur, Desa Petaling",118900.0,2023.0,Kuala Lumpur,TESLA,Asian,0.0,2.0,11.686046493072437,11250.0,0
2015 Mercedes-Benz A180 1.6 AMG Hatchback - Fully Convert A45 Facelift AndroidPlayer S Roof CFInterior Forged Spoiler P Shift RevCam 18 ZE40 S Rim 85kKm 1Own,"RM 55,900",Mercedes-Benz A180,77500.0,Automatic,"Kuala Lumpur, Desa Petaling",55900.0,2015.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6,10.0,10.93133754807084,7750.0,0
2018/2019 Mercedes-Benz E350e 2.0 AMG Line Sedan - EQ-POWER W213 Local Full Bodykit Facelift S Roof P Boot Blue Caliper 360Cam F Serv 53k MI PS4 Tyres Free WTY,"RM 99,900",Mercedes-Benz E350e,47500.0,Automatic,"Kuala Lumpur, Desa Petaling",99900.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,7.0,11.511934974596555,6785.714285714285,0
2018 Honda Civic 1.5 TC-P Sedan - remium VTEC TURBO Ultra Racing Bar Carbon Fiber Interior Side Mirror P Shift RevCam P Start Electric Seat F Serv Rec 87kKM,"RM 70,900",Honda Civic,87500.0,Automatic,"Kuala Lumpur, Desa Petaling",70900.0,2018.0,Kuala Lumpur,Honda,Asian,1.5,7.0,11.16903981679311,12500.0,0
2011 Porsche Panamera 4.8 4S Hatchback - V8 PDK 970 Facelift Fully Convert 2022 Bodykit BOSE PDLS Headlamp BrownSeat Airmatic AutoSpoiler 6PotBrake Caliper 3.6,"RM 70,900",Porsche Panamera,92500.0,Automatic,"Kuala Lumpur, Desa Petaling",70900.0,2011.0,Kuala Lumpur,Porsche,Continental,4.8,14.0,11.16903981679311,6607.142857142857,0
2018 Mercedes-Benz GLA200 1.6 Night Edition SUV - AMG Local Facelift TURBO LeatherSeat Ambient Light FullBodykit GLA45 Grill Spoiler SportMode RevCam P Boot 73kKM,"RM 69,900",Mercedes-Benz GLA200,72500.0,Automatic,"Kuala Lumpur, Desa Petaling",69900.0,2018.0,Kuala Lumpur,Mercedes-Benz,Continental,1.6,7.0,11.154835234271214,10357.142857142857,0
2019 Porsche 911 3.0 Carrera 4S Coupe - 992 -Racing Yellow-,"RM 699,777",Porsche 911,52500.0,Automatic,"Selangor, Subang Jaya",699777.0,2019.0,Selangor,Porsche,Continental,3.0,6.0,13.458518420867968,8750.0,0
2016 BMW 528i 2.0 M Sport Sedan - M-Sport F10 Twin Turbo Facelift HUD RevCa Mode F Bodykit Harman Kardon P Shift P Start F ServRec Ori 91kKM 1Retired Owner,"RM 61,900",BMW 528i,82500.0,Automatic,"Kuala Lumpur, Desa Petaling",61900.0,2016.0,Kuala Lumpur,BMW,Continental,2.0,9.0,11.033291613631048,9166.666666666666,0
2014 BMW Z4 2.0 sDrive20i Convertible - HardTop Ori M-SPORT N20 Turbo N20 Facelift RedInterior P Shift LeatherSeat Sport MC6 Tyre 18Inch S Rim 65kMiles,"RM 78,900",BMW Z4,62500.0,Automatic,"Kuala Lumpur, Desa Petaling",78900.0,2014.0,Kuala Lumpur,BMW,Continental,2.0,11.0,11.275949181024878,5681.818181818182,0
2019 Audi A7 3.0 S Line Sportback Quattro Hatchback - V6 TFSI Quattro S Line 360Cam DigitalMeter AutoSpoiler DynamicMode Matrix LED P Boot BSM CarPlay 6Pot Brake B O SoundSystem F Svc 88K,"RM 222,900",Audi A7,77500.0,Automatic,"Kuala Lumpur, Desa Petaling",222900.0,2019.0,Kuala Lumpur,Audi,Continental,3.0,6.0,12.31448300568063,12916.666666666666,0
2023 BMW X5 3.0 xDrive45e M Sport SUV - xDrive45e M-SPORT Facelift M-Performance Bodykit S Roof H Kardon RearTV 350Cam HUD CarPlay 20 S Rim MemorySeat FSvc 58k MI UdrWty2027,"RM 235,900",BMW X5,57500.0,Automatic,"Kuala Lumpur, Desa Petaling",235900.0,2023.0,Kuala Lumpur,BMW,Continental,3.0,2.0,12.371167504471138,28750.0,0
2015 Mercedes-Benz S400 3.5 Hybrid Sedan - AMG W222 Local F Convert S65 B Kit P Roof VaccumDoor AircondMassageSeat 20 VorsteinerRim NightView 360Cam 83kKM,"RM 78,900",Mercedes-Benz S400,77500.0,Automatic,"Kuala Lumpur, Desa Petaling",78900.0,2015.0,Kuala Lumpur,Mercedes-Benz,Continental,3.5,10.0,11.275949181024878,7750.0,0
2019 BMW 330e 2.0 M Sport Sedan - M-SPORT F30 B48 Facelift M-Performance FullBodykit P Shift P Start RevCam Sunroof 4NewTyres Ori Paint FServRec 42k MIles UdrWty Batt,"RM 58,900",BMW 330e,37500.0,Automatic,"Kuala Lumpur, Desa Petaling",58900.0,2019.0,Kuala Lumpur,BMW,Continental,2.0,6.0,10.983613347424248,6250.0,0
2015 BMW 328i 2.0 M Sport Sedan - M-SPORT F30 Local Facelift AKRAPOVIC F Exhaust P Shift P Start Sport 18Inch Pirelli S Rim MemorySeat F ServRec 59K OriPaint,"RM 62,900",BMW 328i,57500.0,Automatic,"Kuala Lumpur, Desa Petaling",62900.0,2015.0,Kuala Lumpur,BMW,Continental,2.0,10.0,11.049317340813348,5750.0,0
2015 BMW 220i 2.0 Sport Line Coupe - ORI M-SPORT F22 Local LCI Fully Convert M2 Bodykit Stage2 BootMod3 Twin Akrapovic Exhaust 18 BBS S Rim M2 Headlamp PShift F Svc 88K,"RM 67,900",BMW 220i,82500.0,Automatic,"Kuala Lumpur, Desa Petaling",67900.0,2015.0,Kuala Lumpur,BMW,Continental,2.0,10.0,11.125806040978839,8250.0,0
2020/2024 Mercedes-Benz AMG CLA45 2.0 S 4MATIC+ Coupe - S 4MATIC PREMIUM SPEC FRONT FULL PPF,"RM 275,800",Mercedes-Benz AMG CLA45,27500.0,Automatic,"Kuala Lumpur, Cheras",275800.0,2020.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,5.0,12.527434870150573,5500.0,0
2018/2019 Toyota Alphard 2.5 G S C Package MPV - SC F Spec FullyConvert LM350 Bodykit 2P Door LexusSteering MarbleFloor PilotMassageMemory Seat 18 LexusRim F Serv 90kKM,"RM 133,900",Toyota Alphard,92500.0,Automatic,"Kuala Lumpur, Desa Petaling",133900.0,2018.0,Kuala Lumpur,Toyota,Asian,2.5,7.0,11.804855999911272,13214.285714285714,0
2014 Audi A7 3.0 Sportback Quattro TFSI Hatchback - V6 Black Edition Convert RS7 Bodykit B O BOSE VacuumDoor S Roof HUD P Boot AutoSpoiler F Exhaust 93K,"RM 62,900",Audi A7,92500.0,Automatic,"Kuala Lumpur, Desa Petaling",62900.0,2014.0,Kuala Lumpur,Audi,Continental,3.0,11.0,11.049317340813348,8409.09090909091,0
2021 BMW X5 3.0 xDrive45e M Sport SUV - xDrive45e M-Sport Facelift M-Performance B Kit S Roof H Kardon P Boot 360Cam HUD Carplay MemorySeat 20 S Rim F ServRec 45K 1Owner,"RM 161,900",BMW X5,47500.0,Automatic,"Kuala Lumpur, Desa Petaling",161900.0,2021.0,Kuala Lumpur,BMW,Continental,3.0,4.0,11.994740316298905,11875.0,0
2014 Audi Q5 2.0 Quattro TFSI SUV - S-Line New Facelift Local Spec PwrBoot P Shift RevCam Memory Seat PushStart Drive Select Mode F ServRec 1DirectorOwner,"RM 29,900",Audi Q5,97500.0,Automatic,"Kuala Lumpur, Desa Petaling",29900.0,2014.0,Kuala Lumpur,Audi,Continental,2.0,11.0,10.305647203635566,8863.636363636364,0
2003/2004 Nissan Vanette 1.5 Semi-Panel Van - (M) Semi Panel,"RM 8,800",Nissan Vanette,177500.0,Manual,"Selangor, Serdang",8800.0,2003.0,Selangor,Nissan,Asian,1.5,22.0,9.082620630373812,8068.181818181818,0
2021 BMW X5 3.0 xDrive45e M Performance SUV - xDrive45e M-Sport Facelift M-Performance B Kit S Roof H Kardon P Boot Kick Access 360Cam HUD Carplay MemorySeat 20 S Rim F ServRec 45K,"RM 161,900",BMW X5,72500.0,Automatic,"Kuala Lumpur, Desa Petaling",161900.0,2021.0,Kuala Lumpur,BMW,Continental,3.0,4.0,11.994740316298905,18125.0,0
2018 Perodua Myvi 1.5 AV Hatchback,"RM 39,000",Perodua Myvi,145167.0,Automatic,"Kuala Lumpur, Jinjang Kepong",39000.0,2018.0,Kuala Lumpur,Perodua,Asian,1.5,7.0,10.571342565808699,20738.14285714286,0
2018 Perodua Alza 1.5 EZ MPV - Free 1 Year Warranty,"RM 39,000",Perodua Alza,152500.0,Automatic,"Penang, Bayan Lepas",39000.0,2018.0,Penang,Perodua,Asian,1.5,7.0,10.571342565808699,21785.714285714286,1
2020 Perodua Bezza 1.3 X Sedan - Free 1 Year Warranty,"RM 35,800",Perodua Bezza,97500.0,Automatic,"Penang, Bayan Lepas",35800.0,2020.0,Penang,Perodua,Asian,1.3,5.0,10.485731104959568,19500.0,1
2016 Perodua Myvi 1.3 G Hatchback,"RM 25,800",Perodua Myvi,39473.0,Automatic,"Kelantan, Kota Bharu",25800.0,2016.0,Kelantan,Perodua,Asian,1.3,9.0,10.158168529848494,4385.888888888889,0
2022 Proton X50 1.5 Premium SUV,"RM 66,400",Proton X50,40845.0,Automatic,"Selangor, Petaling Jaya",66400.0,2022.0,Selangor,Proton,Asian,1.5,3.0,11.103467395592086,13615.0,0
2019 Perodua Myvi 1.5 AV Hatchback,"RM 41,000",Perodua Myvi,92965.0,Automatic,"Kelantan, Kota Bharu",41000.0,2019.0,Kelantan,Perodua,Asian,1.5,6.0,10.62135173563291,15494.166666666666,0
2013 Perodua Myvi 1.5 SE Hatchback - 82964KM,"RM 19,800",Perodua Myvi,82500.0,Automatic,"Selangor, Shah Alam",19800.0,2013.0,Selangor,Perodua,Asian,1.5,12.0,9.893487720457795,6875.0,0
2020 Perodua Myvi 1.3 X Hatchback,"RM 38,400",Perodua Myvi,85905.0,Automatic,"Kelantan, Kota Bharu",38400.0,2020.0,Kelantan,Perodua,Asian,1.3,5.0,10.555838779903407,17181.0,0
2018 Perodua Bezza 1.3 X Premium Sedan,"RM 31,900",Perodua Bezza,101021.0,Automatic,"Kelantan, Kota Bharu",31900.0,2018.0,Kelantan,Perodua,Asian,1.3,7.0,10.370392636243981,14431.57142857143,0
2014 Perodua Myvi 1.5 SE Hatchback,"RM 26,000",Perodua Myvi,183832.0,Automatic,"Kelantan, Kota Bharu",26000.0,2014.0,Kelantan,Perodua,Asian,1.5,11.0,10.165890277802454,16712.0,0
2023 Toyota Hilux 2.4 E Dual Cab Pickup - Truck,"RM 98,800",Toyota Hilux,30032.0,Automatic,"Kelantan, Kota Bharu",98800.0,2023.0,Kelantan,Toyota,Asian,2.4,2.0,11.500863005142227,15016.0,0
2024 Honda Civic 1.5 V Sedan,"RM 114,900",Honda Civic,12500.0,Automatic,"Selangor, Puchong",114900.0,2024.0,Selangor,Honda,Asian,1.5,1.0,11.651826167019166,12500.0,0
2018 Perodua Alza 1.5 EZ MPV,"RM 39,400",Perodua Alza,101925.0,Automatic,"Kelantan, Kota Bharu",39400.0,2018.0,Kelantan,Perodua,Asian,1.5,7.0,10.5815464756746,14560.714285714286,0
2018 Honda CR-V 1.5 TC-P SUV,"RM 86,800",Honda CR-V,89640.0,Automatic,"Kelantan, Kota Bharu",86800.0,2018.0,Kelantan,Honda,Asian,1.5,7.0,11.371373421319406,12805.714285714286,0
2014 Toyota Vios 1.5 G Sedan,"RM 32,800",Toyota Vios,177846.0,Automatic,"Kelantan, Kota Bharu",32800.0,2014.0,Kelantan,Toyota,Asian,1.5,11.0,10.39821428171237,16167.818181818182,0
2012 Lexus CT 200h 1.8 Luxury Hatchback - FULL SPECS F SPORT RIMS LOCAL TIP TOP,"RM 38,800",Lexus CT 200h,112500.0,Automatic,"Kuala Lumpur, Cheras",38800.0,2012.0,Kuala Lumpur,Lexus,Asian,1.8,13.0,10.566201298475118,8653.846153846154,0
2021/2024 Porsche Cayenne 3.0 Coupe - PASM PDLS SPORT CHRONO P ROOF BOSE PREMIUM SOUND LIKE NEW,"RM 373,800",Porsche Cayenne,62500.0,Automatic,"Kuala Lumpur, Cheras",373800.0,2021.0,Kuala Lumpur,Porsche,Continental,3.0,4.0,12.831478849227416,15625.0,0
2019/2021 Porsche Cayenne 3.0 Coupe - PASM PDLS SPORT CHRONO BOSE PREMIUM SOUND LIKE NEW,"RM 336,800",Porsche Cayenne,82500.0,Automatic,"Kuala Lumpur, Cheras",336800.0,2019.0,Kuala Lumpur,Porsche,Continental,3.0,6.0,12.727247530467041,13750.0,0
2022 Proton X50 1.5 Premium SUV,"RM 66,400",Proton X50,31885.0,Automatic,"Kuala Lumpur, Setiawangsa",66400.0,2022.0,Kuala Lumpur,Proton,Asian,1.5,3.0,11.103467395592086,10628.333333333334,0
2024 Nissan Serena 2.0 S-Hybrid High-Way Star MPV,"-1% RM 113,900",Nissan Serena,8443.0,Automatic,"Kuala Lumpur, Jinjang Kepong",113900.0,2024.0,Kuala Lumpur,Nissan,Asian,2.0,1.0,11.643084929027989,8443.0,0
2023 BMW X5 3.0 xDrive45e M Sport SUV - P ROOF HARMAN KARDON PREMIUM SOUND LIKE NEW,"RM 236,800",BMW X5,72500.0,Automatic,"Kuala Lumpur, Cheras",236800.0,2023.0,Kuala Lumpur,BMW,Continental,3.0,2.0,12.374975404956045,36250.0,0
2024 BMW iX2 xDrive30 M Sport SUV - 0.0 FULL SERVICE RECORDS FULL WRNTY TIL 2029 EV BATT WRNTY TIL 2032 BY MALAYSIA MIL-46K KM LIKE NEW,"RM 173,800",BMW iX2,47500.0,Automatic,"Kuala Lumpur, Cheras",173800.0,2024.0,Kuala Lumpur,BMW,Continental,0.0,1.0,12.065666245536807,47500.0,0
2022 Nissan Navara 2.5 PRO-4X Dual Cab Pickup - Truck,"-1% RM 94,800",Nissan Navara,42155.0,Automatic,"Kuala Lumpur, Jinjang Kepong",94800.0,2022.0,Kuala Lumpur,Nissan,Asian,2.5,3.0,11.459535236710686,14051.666666666666,0
2021 BMW X4 2.0 xDrive30i M Sport Driving Assist Pack SUV - xDrive30i M Sport Driving Assist Pack COUPE 248 HP,"RM 169,999",BMW X4,62500.0,Automatic,"Kuala Lumpur, Old Klang Road",169999.0,2021.0,Kuala Lumpur,BMW,Continental,2.0,4.0,12.043553716032399,15625.0,0
2022/2025 Suzuki Swift 1.4 Sport Hatchback - T Safety Package 6MT (Stage3 220hp 350Nm)(Used 2Month ModiPart)(JPTurbo V2)(Cusco TypeRS 1.5Way LSD)(OS GIKEN CLUTCH),"RM 139,800",Suzuki Swift,22500.0,Manual,"Selangor, Subang Jaya",139800.0,2022.0,Selangor,Suzuki,Asian,1.4,3.0,11.847975261832087,7500.0,0
2016/2019 Toyota Vellfire 2.5 ZG MPV,"RM 139,888",Toyota Vellfire,52500.0,Automatic,"Selangor, Seri Kembangan",139888.0,2016.0,Selangor,Toyota,Asian,2.5,9.0,11.848604529971125,5833.333333333333,0
2009 Nissan Vanette 1.5 Semi-Panel Van - (M) Semi Panel,"RM 13,800",Nissan Vanette,152500.0,Manual,"Selangor, Serdang",13800.0,2009.0,Selangor,Nissan,Asian,1.5,16.0,9.53249633228804,9531.25,0
2023 Ford Ranger 2.0 Wildtrak Dual Cab Pickup - LOW MILEAGE FREE SERVICE 360 CAMERA,"RM 125,500",Ford Ranger,22500.0,Automatic,"Kuala Lumpur, Setapak",125500.0,2023.0,Kuala Lumpur,Ford,Continental,2.0,2.0,11.74006900564972,11250.0,0
2023 Toyota Yaris 1.5 G Hatchback - FSR 43K Warranty till 2028 360 Camera Blind Spot Lane Keep Assit Pre-crash 4 New Tyre Push-start Dashcam,"RM 59,700",Toyota Yaris,42500.0,Automatic,"Selangor, Seri Kembangan",59700.0,2023.0,Selangor,Toyota,Asian,1.5,2.0,10.997104049659168,21250.0,1
2016 Honda Accord 2.0 VTi-L Sedan,"RM 56,800",Honda Accord,77500.0,Automatic,"Johor, Johor Bahru",56800.0,2016.0,Johor,Honda,Asian,2.0,9.0,10.947309210188068,8611.111111111111,0
2017/2020 Porsche 911 3.0 Carrera S Coupe - 991.2,"RM 399,000",Porsche 911,77500.0,Automatic,"Selangor, Subang Jaya",399000.0,2017.0,Selangor,Porsche,Continental,3.0,8.0,12.896719202134523,9687.5,0
2015 Peugeot 208 1.6 Allure 3 Door Hatchback,"RM 13,999",Peugeot 208,102500.0,Automatic,"Kuala Lumpur, Sungai Besi",13999.0,2015.0,Kuala Lumpur,Peugeot,Continental,1.6,10.0,9.546812608597396,10250.0,0
2014 Mazda 3 2.0 GLS (Metallic) Sedan,"RM 29,999",Mazda 3,117500.0,Automatic,"Kuala Lumpur, Sungai Besi",29999.0,2014.0,Kuala Lumpur,Mazda,Asian,2.0,11.0,10.308952660644293,10681.818181818182,0
2017 Perodua Myvi 1.5 SE Hatchback - (Easy Loan),"RM 36,400",Perodua Myvi,82500.0,Automatic,"Kuala Lumpur, Keramat",36400.0,2017.0,Kuala Lumpur,Perodua,Asian,1.5,8.0,10.502351525774941,10312.5,0
2018 Volkswagen Jetta 1.4 TSI Highline Sedan,"RM 39,999",Volkswagen Jetta,87500.0,Automatic,"Kuala Lumpur, Sungai Besi",39999.0,2018.0,Kuala Lumpur,Volkswagen,Continental,1.4,7.0,10.596634733096073,12500.0,0
2016 Honda Accord 2.0 VTi-L Sedan,"RM 51,999",Honda Accord,102500.0,Automatic,"Kuala Lumpur, Sungai Besi",51999.0,2016.0,Kuala Lumpur,Honda,Asian,2.0,9.0,10.858998997563564,11388.888888888889,0
2014 Mazda 3 1.6 GL (Metallic) Sedan,"RM 19,999",Mazda 3,117500.0,Automatic,"Kuala Lumpur, Sungai Besi",19999.0,2014.0,Kuala Lumpur,Mazda,Asian,1.6,11.0,9.903487552536127,10681.818181818182,0
2024 Honda HR-V 1.5 e:HEV RS SUV - (Condition Baru) eHEV RS,"RM 120,000",Honda HR-V,12500.0,Automatic,"Kuala Lumpur, Setapak",120000.0,2024.0,Kuala Lumpur,Honda,Asian,1.5,1.0,11.695255355062795,12500.0,0
2014 Perodua Myvi 1.3 EZ (Metallic) Hatchback,"RM 17,999",Perodua Myvi,132500.0,Automatic,"Kuala Lumpur, Sungai Besi",17999.0,2014.0,Kuala Lumpur,Perodua,Asian,1.3,11.0,9.798127036878302,12045.454545454546,0
2024 Honda Civic 2.0 e:HEV RS Sedan - eHEV RS,"RM 126,800",Honda Civic,27500.0,Automatic,"Johor, Johor Bahru",126800.0,2024.0,Johor,Honda,Asian,2.0,1.0,11.750374207389497,27500.0,0
2014 Kia Sorento 2.4 SUV,"RM 23,999",Kia Sorento,112500.0,Automatic,"Kuala Lumpur, Sungai Besi",23999.0,2014.0,Kuala Lumpur,Kia,Asian,2.4,11.0,10.085809109330082,10227.272727272728,0
2015 Peugeot 2008 1.6 VTi SUV,"RM 14,999",Peugeot 2008,107500.0,Automatic,"Kuala Lumpur, Sungai Besi",14999.0,2015.0,Kuala Lumpur,Peugeot,Continental,1.6,10.0,9.615805480084347,10750.0,0
2014 Hyundai Elantra 1.6 High Spec Sedan,"RM 18,999",Hyundai Elantra,112500.0,Automatic,"Kuala Lumpur, Sungai Besi",18999.0,2014.0,Kuala Lumpur,Hyundai,Asian,1.6,11.0,9.852194258148577,10227.272727272728,0
2016/2017 Mazda 3 2.0 SKYACTIV-G High Sedan - Spec AT Excellent Condition,"RM 37,888",Mazda 3,82500.0,Automatic,"Johor, Johor Bahru",37888.0,2016.0,Johor,Mazda,Asian,2.0,9.0,10.542416111476454,9166.666666666666,0
2013 Toyota Vios 1.5 E Sedan - (Good condition),"RM 32,900",Toyota Vios,152500.0,Automatic,"Kuala Lumpur, Setiawangsa",32900.0,2013.0,Kuala Lumpur,Toyota,Asian,1.5,12.0,10.401258331428318,12708.333333333334,0
2013 Honda CR-Z 1.5 Hybrid Hatchback - FSR,"RM 34,999",Honda CR-Z,157500.0,Automatic,"Kuala Lumpur, Sungai Besi",34999.0,2013.0,Kuala Lumpur,Honda,Asian,1.5,12.0,10.46310334047155,13125.0,0
2016 Mazda 2 1.5 SKYACTIV-G (LED Headlight with DRL) Hatchback,"RM 29,999",Mazda 2,102500.0,Automatic,"Kuala Lumpur, Sungai Besi",29999.0,2016.0,Kuala Lumpur,Mazda,Asian,1.5,9.0,10.308952660644293,11388.888888888889,0
2021 Proton X50 1.5 Premium SUV - (Raya Ready Stock),"RM 66,900",Proton X50,47500.0,Automatic,"Kuala Lumpur, Ampang Hilir",66900.0,2021.0,Kuala Lumpur,Proton,Asian,1.5,4.0,11.110969193687714,11875.0,0
2017 Honda Civic 1.8 S Sedan - (Easy loan Bulanan 900),"RM 68,400",Honda Civic,82500.0,Automatic,"Kuala Lumpur, Setiawangsa",68400.0,2017.0,Kuala Lumpur,Honda,Asian,1.8,8.0,11.133142723386813,10312.5,0
2016 Honda Jazz 1.5 V Hatchback,"RM 42,800",Honda Jazz,107500.0,Automatic,"Pahang, Kuantan",42800.0,2016.0,Pahang,Honda,Asian,1.5,9.0,10.664316745782925,11944.444444444445,0
2017 Honda HR-V 1.8 V SUV - (Easy Loan),"RM 57,900",Honda HR-V,137500.0,Automatic,"Kuala Lumpur, Setapak",57900.0,2017.0,Kuala Lumpur,Honda,Asian,1.8,8.0,10.96648993456911,17187.5,0
