Description,List_Price,Model,Mileage,Gear_Type,Location,Price,Year,State,Brand,Origin,Engine_L,Car_Age,Log_Price,Annual_Mileage,Has_Warranty
2020 Honda City 1.5 V Sedan - 88K KM Only Full Service Record Superb Condition One Owner Only Very Well Maintained No Repair Needed Buy and Drive Only,"RM 55,800",Honda City,87500.0,Automatic,"Kuala Lumpur, Setapak",55800.0,2020.0,Kuala Lumpur,Honda,Asian,1.5,5.0,10.929547069355774,17500.0,0
2021 Volvo XC90 2.0 Recharge T8 Inscription Plus SUV - 78K KM Only Full Service Record Under Warranty till 2026 Superb Condition One Owner Only,"RM 187,800",Volvo XC90,77500.0,Automatic,"Kuala Lumpur, Setapak",187800.0,2021.0,Kuala Lumpur,Volvo,Continental,2.0,4.0,12.143138170555755,19375.0,1
2024 Honda Civic 1.5 V Sedan - 6K KM Only Full Service Record Under Warranty till 2029 Superb Condition Like Brand New One Owner Only Must View,"RM 110,500",Honda Civic,7500.0,Automatic,"Kuala Lumpur, Setapak",110500.0,2024.0,Kuala Lumpur,Honda,Asian,1.5,1.0,11.612779849672751,7500.0,1
2022 BMW X3 2.0 xDrive30e M Sport SUV - 40K KM Only Full Service Record Under Warranty till 2027 One Owner Only Superb Condition Like Brand New,"RM 189,800",BMW X3,42500.0,Automatic,"Kuala Lumpur, Setapak",189800.0,2022.0,Kuala Lumpur,BMW,Continental,2.0,3.0,12.153731433847984,14166.666666666666,1
2023 BMW i4 eDrive35 M Sport Coupe - 0.0 38K KM ONLY Full Service Record Under Warranty till 2028 Superb Condition Like Brand New One VIP Owner Only,"RM 188,000",BMW i4,37500.0,Automatic,"Kuala Lumpur, Setapak",188000.0,2023.0,Kuala Lumpur,BMW,Continental,0.0,2.0,12.144202560946876,18750.0,1
2019/2020 Volkswagen Tiguan 1.4 TSI Sound & Style Edition Highline SUV - TSI Sound Style Edition Highline,"RM 52,700",Volkswagen Tiguan,92500.0,Automatic,"Selangor, Petaling Jaya",52700.0,2019.0,Selangor,Volkswagen,Continental,1.4,6.0,10.872389709681492,15416.666666666666,0
2019 MINI Countryman 2.0 Cooper S Sports SUV - 38K KM ONLY Genuine Mileage with Full Service Record Superb Condition Like Brand New Must View to Believe,"RM 106,800",MINI Countryman,37500.0,Automatic,"Kuala Lumpur, Setapak",106800.0,2019.0,Kuala Lumpur,MINI,Continental,2.0,6.0,11.578722568760277,6250.0,0
2016 Honda HR-V 1.8 S SUV - ENG YEAR PROMOTION TIPTOP CAR KING NEEGO SAMPAI JADI,"RM 32,700",Honda HR-V,117500.0,Automatic,"Selangor, Petaling Jaya",32700.0,2016.0,Selangor,Honda,Asian,1.8,9.0,10.39516093745751,13055.555555555555,0
2020 Honda HR-V 1.8 V SUV - NEW CAR CONDITION FREE 3 YEAR WARRNATY NEG YEAR PROMOTION NEGO SAMPAI JADI,"RM 61,700",Honda HR-V,97500.0,Automatic,"Selangor, Petaling Jaya",61700.0,2020.0,Selangor,Honda,Asian,1.8,5.0,11.03005541721757,19500.0,0
2023 Honda City 1.5 V Sedan - NEW CAR CONDITION ENG YEAR PROMOTION NEGO GO SAMPAI JADI,"RM 62,700",Honda City,22500.0,Automatic,"Selangor, Petaling Jaya",62700.0,2023.0,Selangor,Honda,Asian,1.5,2.0,11.046132675457146,11250.0,0
2018 Honda CR-V 1.5 TC-P SUV - CAR KING CONDITION,"RM 70,700",Honda CR-V,132500.0,Automatic,"Selangor, Petaling Jaya",70700.0,2018.0,Selangor,Honda,Asian,1.5,7.0,11.166214996056205,18928.571428571428,0
2018 Honda Jazz 1.5 E Hatchback - CAR KING CONDITION SO CAREFUL OWNER,"RM 46,700",Honda Jazz,107500.0,Automatic,"Selangor, Petaling Jaya",46700.0,2018.0,Selangor,Honda,Asian,1.5,7.0,10.751520856703959,15357.142857142857,0
2016 Proton Preve 1.6 CFE Premium Sedan - CASH OLNY NEGO SAMPAI JADI WC TO TEST DRIVE,"RM 13,700",Proton Preve,82500.0,Automatic,"Selangor, Puchong",13700.0,2016.0,Selangor,Proton,Asian,1.6,9.0,9.525224101853109,9166.666666666666,0
2020 Honda City 1.5 V Sedan,"RM 58,800",Honda City,62500.0,Automatic,"Penang, Nibong Tebal",58800.0,2020.0,Penang,Honda,Asian,1.5,5.0,10.981914140544825,12500.0,0
"2021 Mitsubishi Triton 2.4 VGT Athlete Dual Cab 4X4 Pickup - VGT Athlete Dual Cab , NO PROCESSING FEE , FREE 1 YEAR WARRANTY , APPLE CAR PLAY ANDROID AUTO , 360 CAMERA 1 OWNER","RM 81,800",Mitsubishi Triton,72500.0,Automatic,"Kuala Lumpur, Cheras",81800.0,2021.0,Kuala Lumpur,Mitsubishi,Asian,2.4,4.0,11.31204474745499,18125.0,1
"2017 Toyota Fortuner 2.7 SRZ SUV - 4x4 , TRD BODYKIT , 1 YEAR WARRANTY , FULL SERVICE RECORD , PADDLE SHIFTERS , 7 SEATERS , POWER BOOT 1 OWNER","RM 83,800",Toyota Fortuner,102500.0,Automatic,"Selangor, Kajang",83800.0,2017.0,Selangor,Toyota,Asian,2.7,8.0,11.336200219573199,12812.5,1
2021 Toyota Hilux 2.4 E Dual Cab Pickup,"RM 90,000",Toyota Hilux,77500.0,Automatic,"Johor, Johor Bahru",90000.0,2021.0,Johor,Toyota,Asian,2.4,4.0,11.407576060361786,19375.0,0
2023 Toyota Vios 1.5 G Sedan - New Year Sale,"-1% RM 71,800",Toyota Vios,22500.0,Automatic,"Melaka, Melaka",71800.0,2023.0,Melaka,Toyota,Asian,1.5,2.0,11.181653682515929,11250.0,0
2021 Proton X50 1.5 Premium SUV,"RM 63,400",Proton X50,67500.0,Automatic,"Perak, Sitiawan",63400.0,2021.0,Perak,Proton,Asian,1.5,4.0,11.05723491317159,16875.0,0
2019 Honda Civic 1.8 S Sedan,"-5% RM 66,900",Honda Civic,101147.0,Automatic,"Selangor, Petaling Jaya",66900.0,2019.0,Selangor,Honda,Asian,1.8,6.0,11.110969193687714,16857.833333333332,0
2016 Toyota Vios 1.5 G Sedan,"-1% RM 43,800",Toyota Vios,151164.0,Automatic,"Selangor, Petaling Jaya",43800.0,2016.0,Selangor,Toyota,Asian,1.5,9.0,10.687411927154141,16796.0,0
2021 Perodua Ativa 1.0 AV SUV - NEW STOCK CONDITION LIKE NEW,"RM 56,000",Perodua Ativa,37500.0,Automatic,"Selangor, Petaling Jaya",56000.0,2021.0,Selangor,Perodua,Asian,1.0,4.0,10.933124826700707,9375.0,0
2022 MINI Countryman 2.0 Cooper S SUV - Facelift F60,"RM 156,000",MINI Countryman,37500.0,Automatic,"Kuala Lumpur, Batu Caves / Selayang",156000.0,2022.0,Kuala Lumpur,MINI,Continental,2.0,3.0,11.957617696467539,12500.0,0
2014/2023 Honda Odyssey 2.4 EX MPV - CAR KING CONDITION,"RM 58,700",Honda Odyssey,102500.0,Automatic,"Selangor, Petaling Jaya",58700.0,2014.0,Selangor,Honda,Asian,2.4,11.0,10.980212041446208,9318.181818181818,0
2016 Hyundai Tucson 2.0 Executive SUV - WITH WARRANTY,"RM 37,400",Hyundai Tucson,107500.0,Automatic,"Selangor, Petaling Jaya",37400.0,2016.0,Selangor,Hyundai,Asian,2.0,9.0,10.529452721013085,11944.444444444445,1
2019 Mercedes-Benz E350 2.0 AMG Line Sedan - (A) PREMIUM SELECTION,"-4% RM 158,800",Mercedes-Benz E350,62500.0,Automatic,"Penang, Bukit Mertajam",158800.0,2019.0,Penang,Mercedes-Benz,Continental,2.0,6.0,11.975407125004564,10416.666666666666,0
2021 Toyota Corolla Altis 1.8 G Sedan - ONE OWNER WITH WARRANTY,"RM 88,900",Toyota Corolla Altis,87500.0,Automatic,"Selangor, Petaling Jaya",88900.0,2021.0,Selangor,Toyota,Asian,1.8,4.0,11.395278670032656,21875.0,1
2019 Toyota Yaris 1.5 E Hatchback - ONE CAREFUL OWNER WITH WARRANTY,"RM 54,800",Toyota Yaris,97500.0,Automatic,"Selangor, Petaling Jaya",54800.0,2019.0,Selangor,Toyota,Asian,1.5,6.0,10.911463720944793,16250.0,1
2022 Honda City 1.5 V Sedan - WITH WARRANTY,"RM 67,900",Honda City,62500.0,Automatic,"Selangor, Petaling Jaya",67900.0,2022.0,Selangor,Honda,Asian,1.5,3.0,11.125806040978839,20833.333333333332,1
2015 Nissan Almera 1.5 V Sedan - WITH WARRANTY,"RM 25,000",Nissan Almera,87500.0,Automatic,"Selangor, Petaling Jaya",25000.0,2015.0,Selangor,Nissan,Asian,1.5,10.0,10.12667110305036,8750.0,1
2015 Toyota Vios 1.5 G Sedan - WITH WARRANTY,"RM 39,400",Toyota Vios,97500.0,Automatic,"Selangor, Petaling Jaya",39400.0,2015.0,Selangor,Toyota,Asian,1.5,10.0,10.5815464756746,9750.0,1
2012 Perodua Viva 1.0 EZ Hatchback - WITH WARRANTY,"RM 14,900",Perodua Viva,147500.0,Automatic,"Selangor, Petaling Jaya",14900.0,2012.0,Selangor,Perodua,Asian,1.0,13.0,9.60918360377546,11346.153846153846,1
2011 Perodua Myvi 1.3 EZi Hatchback - WITH WARRANTY,"RM 17,200",Perodua Myvi,202500.0,Automatic,"Selangor, Petaling Jaya",17200.0,2011.0,Selangor,Perodua,Asian,1.3,14.0,9.75272280064639,14464.285714285714,1
2022 Proton Persona 1.6 Executive Sedan,"RM 39,000",Proton Persona,102500.0,Automatic,"Sarawak, Kuching",39000.0,2022.0,Sarawak,Proton,Asian,1.6,3.0,10.571342565808699,34166.666666666664,0
2021 BMW X3 2.0 sDrive20i X-Line SUV - (A) PREMIUM SELECTION,"RM 153,800",BMW X3,42500.0,Automatic,"Penang, Bukit Mertajam",153800.0,2021.0,Penang,BMW,Continental,2.0,4.0,11.943414837983129,10625.0,0
2016 Land Rover Range Rover 4.4 SDV8 Vogue Autobiography LWB SUV - Vogue Autobiography LWB Facelift SV,"-20% RM 265,000",Land Rover Range Rover,107500.0,Automatic,"Kuala Lumpur, Cheras",265000.0,2016.0,Kuala Lumpur,Land Rover,Continental,4.4,9.0,12.487488878546145,11944.444444444445,0
2021 Toyota Avanza 1.5 S MPV,"RM 59,800",Toyota Avanza,67500.0,Automatic,"Penang, Nibong Tebal",59800.0,2021.0,Penang,Toyota,Asian,1.5,4.0,10.998777662206932,16875.0,0
2019/2020 BMW M2 3.0 Competition Coupe - Local Unit Imported New CBU,"RM 249,000",BMW M2,22500.0,Automatic,"Selangor, Petaling Jaya",249000.0,2019.0,Selangor,BMW,Continental,3.0,6.0,12.425212191503038,3750.0,0
2013 Honda Jazz 1.5 Hatchback,"RM 25,700",Honda Jazz,117500.0,Automatic,"Selangor, Petaling Jaya",25700.0,2013.0,Selangor,Honda,Asian,1.5,12.0,10.154285180632154,9791.666666666666,0
"2015 Mercedes-Benz C250 2.0 AMG Line Sedan - , 63K LOW MILEAGE , FULL SERVICE RECORD IN C C , 1 YEAR WARRANTY , MICHELIN TYRES , SUNROOF 1 OWNER","RM 69,800",Mercedes-Benz C250,62500.0,Automatic,"Selangor, Kajang",69800.0,2015.0,Selangor,Mercedes-Benz,Continental,2.0,10.0,11.153403615295403,6250.0,1
2019 Honda HR-V 1.8 V SUV,"RM 55,700",Honda HR-V,97500.0,Automatic,"Selangor, Petaling Jaya",55700.0,2019.0,Selangor,Honda,Asian,1.8,6.0,10.92775337907558,16250.0,0
2021 Toyota Corolla Altis 1.8 G Sedan,"RM 76,700",Toyota Corolla Altis,132500.0,Automatic,"Selangor, Petaling Jaya",76700.0,2021.0,Selangor,Toyota,Asian,1.8,4.0,11.247670025080003,33125.0,0
2011 Perodua Alza 1.5 EZi (Metallic) MPV - CASH OLNY NEGO SAMPAI JADI,"RM 15,700",Perodua Alza,132500.0,Automatic,"Selangor, Puchong",15700.0,2011.0,Selangor,Perodua,Asian,1.5,14.0,9.661479683575521,9464.285714285714,0
2022 Honda City 1.5 E Sedan,"RM 51,700",Honda City,87500.0,Automatic,"Selangor, Petaling Jaya",51700.0,2022.0,Selangor,Honda,Asian,1.5,3.0,10.853232402669228,29166.666666666668,0
2022 Mercedes-Benz A250 2.0 AMG Line Sedan,"RM 148,700",Mercedes-Benz A250,27500.0,Automatic,"Selangor, Petaling Jaya",148700.0,2022.0,Selangor,Mercedes-Benz,Continental,2.0,3.0,11.909692857375196,9166.666666666666,0
2018 Toyota Vios 1.5 TRD Sportivo Sedan - (A) Real 1Careful Owner Low Mileage 2 Type Sport Rim Choose,"RM 43,300",Toyota Vios,97500.0,Automatic,"Johor, Nusajaya",43300.0,2018.0,Johor,Toyota,Asian,1.5,7.0,10.675931008412125,13928.57142857143,0
2018 Toyota Vellfire 2.5 ZG MPV - TIPTOP CONDITION FULL SERVICE RECORD ORI LOW MILEAGE,"RM 149,700",Toyota Vellfire,72500.0,Automatic,"Selangor, Petaling Jaya",149700.0,2018.0,Selangor,Toyota,Asian,2.5,7.0,11.916395250412128,10357.142857142857,0
2023 Honda Accord 1.5 TC Sedan,"RM 137,700",Honda Accord,12500.0,Automatic,"Selangor, Petaling Jaya",137700.0,2023.0,Selangor,Honda,Asian,1.5,2.0,11.832839946854502,6250.0,0
2017 BMW X1 2.0 sDrive20i SUV - 1 LADY OWNER HAVE POWER BOOT VERY WELL MAINTINT,"RM 53,999",BMW X1,162500.0,Automatic,"Kuala Lumpur, Jalan Puchong",53999.0,2017.0,Kuala Lumpur,BMW,Continental,2.0,8.0,10.896739325546411,20312.5,0
2023 Honda City 1.5 V Hatchback,"RM 67,700",Honda City,57500.0,Automatic,"Selangor, Petaling Jaya",67700.0,2023.0,Selangor,Honda,Asian,1.5,2.0,11.12285622984002,28750.0,0
2014 Toyota Camry 2.0 GX Sedan,"RM 48,888",Toyota Camry,122500.0,Automatic,"Johor, Johor Bahru",48888.0,2014.0,Johor,Toyota,Asian,2.0,11.0,10.797307701282914,11136.363636363636,0
2021 Honda City 1.5 E Sedan,"RM 47,700",Honda City,97500.0,Automatic,"Selangor, Petaling Jaya",47700.0,2021.0,Selangor,Honda,Asian,1.5,4.0,10.77270764101727,24375.0,0
2020 Nissan Almera 1.5 E Sedan - CASH NEGO CAR KING CONDITION,"RM 26,700",Nissan Almera,82500.0,Automatic,"Selangor, Petaling Jaya",26700.0,2020.0,Selangor,Nissan,Asian,1.5,5.0,10.192456296870509,16500.0,0
2018 Honda Civic 1.5 TC-P Sedan,"RM 67,700",Honda Civic,102500.0,Automatic,"Selangor, Petaling Jaya",67700.0,2018.0,Selangor,Honda,Asian,1.5,7.0,11.12285622984002,14642.857142857143,0
2019 Proton X70 1.8 Executive SUV - SUPER CAR KING CONDITION NEGO SAMPAI JADI,"RM 34,700",Proton X70,97500.0,Automatic,"Selangor, Petaling Jaya",34700.0,2019.0,Selangor,Proton,Asian,1.8,6.0,10.454523783963511,16250.0,0
2015 Toyota Vios 1.5 J Sedan - JDM STYE IF YOU LIKE CAR THIS STILL RECOMMEND GOT CAR REPORT FREE WARRANT,"RM 28,700",Toyota Vios,132500.0,Manual,"Selangor, Petaling Jaya",28700.0,2015.0,Selangor,Toyota,Asian,1.5,10.0,10.264687244346277,13250.0,0
2017 MINI Cooper 2.0 S 3 Door Hatchback - 1 LADY OWNER JCW BODY KIT AND JCW STEERING WHEEL WITH JCW SPORT RIMLOW MILEAGE 54K ONLY,"RM 94,999",MINI Cooper,52500.0,Automatic,"Kuala Lumpur, Jalan Puchong",94999.0,2017.0,Kuala Lumpur,MINI,Continental,2.0,8.0,11.461632170582678,6562.5,0
2013 Toyota Camry 2.0 G Sedan - CAR KING CONDITION CASH NEGO SAMPAI JADI WC TO TEST DRIVE,"RM 31,700",Toyota Camry,137500.0,Automatic,"Selangor, Petaling Jaya",31700.0,2013.0,Selangor,Toyota,Asian,2.0,12.0,10.36410350510914,11458.333333333334,0
2013 Toyota Camry 2.0 G Sedan - ONE OWNER GOOD CONDITION,"RM 38,800",Toyota Camry,117500.0,Automatic,"Selangor, Puchong",38800.0,2013.0,Selangor,Toyota,Asian,2.0,12.0,10.566201298475118,9791.666666666666,0
2019/2020 BMW 530e 2.0 M Sport Sedan - Hybrid 1 OWNER STILL UNDER WARRANTY UNTIL 2028,"RM 87,000",BMW 530e,87500.0,Automatic,"Kuala Lumpur, Jalan Puchong",87000.0,2019.0,Kuala Lumpur,BMW,Continental,2.0,6.0,11.373674891823535,14583.333333333334,1
2018 Honda City 1.5 E Sedan - FULL SERVICE RECORD GOOD CONDITION,"RM 35,700",Honda City,137500.0,Automatic,"Selangor, Puchong",35700.0,2018.0,Selangor,Honda,Asian,1.5,7.0,10.482933978579906,19642.85714285714,0
2020 Honda Civic 1.5 TC Sedan - GOOD CONDITION,"RM 72,700",Honda Civic,77500.0,Automatic,"Selangor, Puchong",72700.0,2020.0,Selangor,Honda,Asian,1.5,5.0,11.194110418585193,15500.0,0
2024 Toyota Vios 1.5 G Sedan - FULL SERVICE RECORD WARRANTY UNTIL 2029,"RM 67,700",Toyota Vios,37500.0,Automatic,"Selangor, Puchong",67700.0,2024.0,Selangor,Toyota,Asian,1.5,1.0,11.12285622984002,37500.0,1
"2017 Perodua Myvi 1.5 SE Hatchback - AUTO POWERFUL, RELIABLE, READY TO GO","RM 33,300",Perodua Myvi,112500.0,Automatic,"Kuala Lumpur, Setiawangsa",33300.0,2017.0,Kuala Lumpur,Perodua,Asian,1.5,8.0,10.413342705547674,14062.5,0
2016 Toyota Vellfire 2.5 MPV - BODY KIT TIPTOP CONDITION,"RM 105,700",Toyota Vellfire,77500.0,Automatic,"Selangor, Puchong",105700.0,2016.0,Selangor,Toyota,Asian,2.5,9.0,11.568369632551514,8611.111111111111,0
2023 Mazda CX-30 2.0 SKYACTIV-G High Plus SUV - LIKE NEW,"RM 118,000",Mazda CX-30,17500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",118000.0,2023.0,Kuala Lumpur,Mazda,Asian,2.0,2.0,11.678448377988165,8750.0,0
2023 Isuzu D-Max 1.9 Auto Plus Dual Cab Pickup,"RM 91,400",Isuzu D-Max,42500.0,Automatic,"Penang, Juru",91400.0,2023.0,Penang,Isuzu,Asian,1.9,2.0,11.423011698301426,21250.0,0
2017 Honda HR-V 1.8 V SUV,"RM 52,500",Honda HR-V,117500.0,Automatic,"Penang, Juru",52500.0,2017.0,Penang,Honda,Asian,1.8,8.0,10.868587496017359,14687.5,0
2015 Honda City 1.5 E Sedan,"RM 32,600",Honda City,157500.0,Automatic,"Penang, Juru",32600.0,2015.0,Penang,Honda,Asian,1.5,10.0,10.392098241730961,15750.0,0
2020 Toyota Vios 1.5 G Sedan,"RM 58,900",Toyota Vios,72500.0,Automatic,"Penang, Juru",58900.0,2020.0,Penang,Toyota,Asian,1.5,5.0,10.983613347424248,14500.0,0
2014 Perodua Alza 1.5 Advance MPV,"RM 30,000",Perodua Alza,197500.0,Automatic,"Penang, Juru",30000.0,2014.0,Penang,Perodua,Asian,1.5,11.0,10.308985993422082,17954.545454545456,0
2020 Mazda CX-5 2.0 SKYACTIV-G High SUV,"RM 89,400",Mazda CX-5,107500.0,Automatic,"Penang, Juru",89400.0,2020.0,Penang,Mazda,Asian,2.0,5.0,11.400887146781372,21500.0,0
2020 Perodua Bezza 1.3 Advance Sedan,"RM 41,400",Perodua Bezza,72500.0,Automatic,"Penang, Juru",41400.0,2020.0,Penang,Perodua,Asian,1.3,5.0,10.63106031411106,14500.0,0
2015 Toyota Vios 1.5 G Sedan,"RM 39,400",Toyota Vios,102500.0,Automatic,"Penang, Juru",39400.0,2015.0,Penang,Toyota,Asian,1.5,10.0,10.5815464756746,10250.0,0
2022 Perodua AXIA 1.0 Style Hatchback,"RM 37,800",Perodua AXIA,37500.0,Automatic,"Penang, Juru",37800.0,2022.0,Penang,Perodua,Asian,1.0,3.0,10.540090836284206,12500.0,0
2020 Perodua Myvi 1.5 AV Hatchback,"RM 43,800",Perodua Myvi,87500.0,Automatic,"Penang, Juru",43800.0,2020.0,Penang,Perodua,Asian,1.5,5.0,10.687411927154141,17500.0,0
2019 Toyota Yaris 1.5 E Hatchback,"RM 54,800",Toyota Yaris,87500.0,Automatic,"Penang, Juru",54800.0,2019.0,Penang,Toyota,Asian,1.5,6.0,10.911463720944793,14583.333333333334,0
2019 Toyota Yaris 1.5 G Hatchback,"RM 56,400",Toyota Yaris,127500.0,Automatic,"Penang, Juru",56400.0,2019.0,Penang,Toyota,Asian,1.5,6.0,10.94024216782542,21250.0,0
2015 Perodua Myvi 1.3 X Hatchback,"RM 24,800",Perodua Myvi,82500.0,Automatic,"Penang, Juru",24800.0,2015.0,Penang,Perodua,Asian,1.3,10.0,10.118639253920785,8250.0,0
2020 Subaru XV 2.0 SUV - SPORTY WITH CONFIDENCE I-P,"RM 65,500",Subaru XV,112500.0,Automatic,"Kuala Lumpur, Setiawangsa",65500.0,2020.0,Kuala Lumpur,Subaru,Asian,2.0,5.0,11.089820688682373,22500.0,0
"2018 Proton Persona 1.6 Premium Sedan - KEMAS, SELESA KESELAMATAN 5-STAR BULANAN DARI RM3XX (Pinjaman sehingga 9 Tahun)","RM 28,000",Proton Persona,122500.0,Automatic,"Penang, Juru",28000.0,2018.0,Penang,Proton,Asian,1.6,7.0,10.239995502805316,17500.0,0
2014 Perodua Alza 1.5 Advance MPV,"RM 30,000",Perodua Alza,32500.0,Automatic,"Penang, Juru",30000.0,2014.0,Penang,Perodua,Asian,1.5,11.0,10.308985993422082,2954.5454545454545,0
2020 Perodua Myvi 1.5 AV Hatchback,"RM 43,800",Perodua Myvi,72500.0,Automatic,"Penang, Juru",43800.0,2020.0,Penang,Perodua,Asian,1.5,5.0,10.687411927154141,14500.0,0
2014 Toyota Corolla Altis 2.0 V Sedan - 1 LADY OWNER SERVICE BY FULL BODYKIT LEATHER SEAT,"RM 40,999",Toyota Corolla Altis,152500.0,Automatic,"Kuala Lumpur, Jalan Tun Ismail",40999.0,2014.0,Kuala Lumpur,Toyota,Asian,2.0,11.0,10.621327345686446,13863.636363636364,0
2020 Perodua AXIA 1.0 Style Hatchback,"RM 32,400",Perodua AXIA,102500.0,Automatic,"Penang, Juru",32400.0,2020.0,Penang,Perodua,Asian,1.0,5.0,10.385944565501662,20500.0,0
2025 BMW X1 2.0 sDrive20i xLine SUV - USED,"RM 223,000",BMW X1,2500.0,Automatic,"Johor, Skudai",223000.0,2025.0,Johor,BMW,Continental,2.0,0.0,12.314931534737134,2500.0,0
2022 Perodua AXIA 1.0 Style Hatchback - NEW CONDITION CAR,"RM 37,800",Perodua AXIA,37500.0,Automatic,"Penang, Juru",37800.0,2022.0,Penang,Perodua,Asian,1.0,3.0,10.540090836284206,12500.0,0
2017 Mercedes-Benz A180 1.6 Urban Line Hatchback - REGISTER 2020 GOOD CONDITION,"RM 67,700",Mercedes-Benz A180,82500.0,Automatic,"Selangor, Puchong",67700.0,2017.0,Selangor,Mercedes-Benz,Continental,1.6,8.0,11.12285622984002,10312.5,0
2013 Proton Exora 1.6 Bold CFE Premium MPV,"RM 19,000",Proton Exora,202500.0,Automatic,"Perak, Seri Manjong",19000.0,2013.0,Perak,Proton,Asian,1.6,12.0,9.852246888342531,16875.0,0
2022 Nissan Navara 2.5 PRO-4X Dual Cab Pickup,"-5% RM 92,200",Nissan Navara,92500.0,Automatic,"Sabah, Inanam",92200.0,2022.0,Sabah,Nissan,Asian,2.5,3.0,11.431726255472853,30833.333333333332,0
2019 Subaru XV 2.0 P SUV - GOOD CONDITION,"RM 52,000",Subaru XV,92500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",52000.0,2019.0,Kuala Lumpur,Subaru,Asian,2.0,6.0,10.859018228147887,15416.666666666666,0
2022 Perodua AXIA 1.0 G Hatchback,"RM 32,900",Perodua AXIA,27481.0,Automatic,"Negeri Sembilan, Seremban",32900.0,2022.0,Negeri Sembilan,Perodua,Asian,1.0,3.0,10.401258331428318,9160.333333333334,0
2016 Honda City 1.5 V Sedan,"RM 37,700",Honda City,97594.0,Automatic,"Negeri Sembilan, Seremban",37700.0,2016.0,Negeri Sembilan,Honda,Asian,1.5,9.0,10.537441898283253,10843.777777777777,0
2016 Honda Civic 1.8 S Sedan,"RM 56,800",Honda Civic,143500.0,Automatic,"Negeri Sembilan, Seremban",56800.0,2016.0,Negeri Sembilan,Honda,Asian,1.8,9.0,10.947309210188068,15944.444444444445,0
2016 Proton Persona 1.6 Standard Sedan,"RM 24,000",Proton Persona,181388.0,Automatic,"Negeri Sembilan, Seremban",24000.0,2016.0,Negeri Sembilan,Proton,Asian,1.6,9.0,10.085850775128717,20154.222222222223,0
2016 Perodua AXIA 1.0 SE Hatchback,"RM 23,000",Perodua AXIA,117585.0,Automatic,"Negeri Sembilan, Seremban",23000.0,2016.0,Negeri Sembilan,Perodua,Asian,1.0,9.0,10.043292972227004,13065.0,0
2016 Perodua Myvi 1.5 Advance Hatchback,"RM 34,800",Perodua Myvi,32913.0,Automatic,"Negeri Sembilan, Seremban",34800.0,2016.0,Negeri Sembilan,Perodua,Asian,1.5,9.0,10.457401400981889,3657.0,0
2020 Proton Saga 1.3 Standard Sedan,"RM 26,400",Proton Saga,97286.0,Automatic,"Negeri Sembilan, Seremban",26400.0,2020.0,Negeri Sembilan,Proton,Asian,1.3,5.0,10.181157167204903,19457.2,0
2021 Perodua Myvi 1.5 AV Hatchback - ONE OWNER GOOD CONDITION,"RM 38,700",Perodua Myvi,92500.0,Automatic,"Selangor, Puchong",38700.0,2021.0,Selangor,Perodua,Asian,1.5,4.0,10.563620718477313,23125.0,0
2014 Perodua Myvi 1.3 XT EZi Hatchback,"RM 26,000",Perodua Myvi,175055.0,Automatic,"Negeri Sembilan, Seremban",26000.0,2014.0,Negeri Sembilan,Perodua,Asian,1.3,11.0,10.165890277802454,15914.09090909091,0
2022 Mercedes-Benz E300 2.0 AMG Line Sedan - AUTO SELECTION,"RM 233,000",Mercedes-Benz E300,62500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",233000.0,2022.0,Kuala Lumpur,Mercedes-Benz,Continental,2.0,3.0,12.358798024384122,20833.333333333332,0
2011 Volkswagen Polo 1.2 TSI Hatchback - WITH WARRANTY,"RM 17,400",Volkswagen Polo,152500.0,Automatic,"Selangor, Petaling Jaya",17400.0,2011.0,Selangor,Volkswagen,Continental,1.2,14.0,9.76428295481558,10892.857142857143,1
2012 Perodua Myvi 1.3 EZ Hatchback - WITH WARRANTY,"RM 17,900",Perodua Myvi,137500.0,Automatic,"Selangor, Petaling Jaya",17900.0,2012.0,Selangor,Perodua,Asian,1.3,13.0,9.792611856190192,10576.923076923076,1
2023 BMW 330i 2.0 M Sport Sedan - 14k km Facelift,"RM 229,000",BMW 330i,12500.0,Automatic,"Kuala Lumpur, Batu Caves / Selayang",229000.0,2023.0,Kuala Lumpur,BMW,Continental,2.0,2.0,12.34148164933907,6250.0,0
2014 Honda City 1.5 E Sedan,"RM 31,800",Honda City,132500.0,Automatic,"Penang, Juru",31800.0,2014.0,Penang,Honda,Asian,1.5,11.0,10.367253014814716,12045.454545454546,0
2018 Honda Jazz 1.5 V Hatchback,"-1% RM 56,000",Honda Jazz,87500.0,Automatic,"Kedah, Alor Setar",56000.0,2018.0,Kedah,Honda,Asian,1.5,7.0,10.933124826700707,12500.0,0
2018 Honda Jazz 1.5 S Hatchback - GOOD CONDITION,"RM 49,800",Honda Jazz,77500.0,Automatic,"Kuala Lumpur, Chan Sow Lin",49800.0,2018.0,Kuala Lumpur,Honda,Asian,1.5,7.0,10.815790343132422,11071.42857142857,0
2014 Kia Cerato 1.6 Sedan - VERY GOOD CONDITION WITH WARRANTY,"RM 24,900",Kia Cerato,67500.0,Automatic,"Selangor, Petaling Jaya",24900.0,2014.0,Selangor,Kia,Asian,1.6,11.0,10.122663242288953,6136.363636363636,1
